ensembl	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENSG00000256116	3	7	6	8	20	9	3	2	3	9
ENSG00000256120	0	0	0	0	0	0	0	0	0	0
ENSG00000256124	25	42	619	123	401	5	2	220	141	51
ENSG00000256125	0	0	0	0	0	0	0	0	0	0
ENSG00000256128	103	364	125	269	123	5	25	110	940	1
ENSG00000256134	0	0	0	2	0	0	1	0	0	0
ENSG00000256136	0	0	0	0	0	0	0	0	0	0
ENSG00000256137	0	0	0	0	0	0	0	1	0	0
ENSG00000256138	0	0	0	0	0	0	0	0	0	0
ENSG00000256139	22	13	54	6	14	6	16	37	9	8
ENSG00000256146	0	0	0	0	0	0	0	3	0	0
ENSG00000256148	9	3	4	1	3	1	4	2	4	0
ENSG00000256149	0	0	0	0	0	0	0	0	0	0
ENSG00000256150	1	2	4	0	2	1	0	1	0	0
ENSG00000256151	0	0	3	0	2	1	0	0	3	0
ENSG00000256152	0	0	0	0	0	0	0	0	0	0
ENSG00000256155	0	1	5	2	5	0	0	7	1	0
ENSG00000256157	0	0	0	0	0	0	0	0	0	0
ENSG00000256159	0	0	0	0	0	0	1	0	0	1
ENSG00000256162	5	2	9	2	10	4	1	5	2	0
ENSG00000256164	0	21	46	12	113	30	8	61	13	28
ENSG00000256166	0	0	0	0	0	1	0	0	0	0
ENSG00000256167	12	29	6	11	5	9	6	6	3	8
ENSG00000256171	0	4	2	1	1	1	1	2	0	1
ENSG00000256172	0	0	0	0	0	0	0	0	0	0
ENSG00000256176	0	0	0	0	0	0	0	1	1	0
ENSG00000256181	0	0	0	0	1	0	0	0	0	0
ENSG00000256185	36	31	18	63	26	25	24	29	14	21
ENSG00000256188	1	0	4	2	1	0	0	5	1	0
ENSG00000256189	3	3	6	1	0	1	1	2	1	0
ENSG00000256192	0	0	0	0	0	0	0	0	0	0
ENSG00000256193	0	0	0	0	0	0	0	4	0	0
ENSG00000256195	3	3	3	1	1	0	2	3	1	1
ENSG00000256196	0	1	0	1	12	6	9	5	1	6
ENSG00000256197	0	0	1	0	0	0	0	0	0	0
ENSG00000256199	0	0	2	0	0	0	0	0	0	0
ENSG00000256204	0	0	0	0	0	0	0	0	0	0
ENSG00000256206	2	0	0	0	1	0	0	2	1	0
ENSG00000256209	1	1	5	1	9	0	0	5	1	21
ENSG00000256210	62	36	21	9	31	11	18	22	26	29
ENSG00000256211	1	3	1	1	1	1	0	0	0	4
ENSG00000256218	0	0	0	0	2	0	0	2	0	0
ENSG00000256220	0	0	0	0	0	0	0	0	0	0
ENSG00000256221	0	0	0	0	0	0	0	0	0	0
ENSG00000256222	6	3	4	0	0	0	1	0	2	1
ENSG00000256223	607	294	784	184	877	421	224	394	215	833
ENSG00000256226	0	0	0	3	0	0	0	0	0	0
ENSG00000256229	1058	323	469	93	820	211	222	519	322	371
ENSG00000256232	9	3	2	2	4	0	3	0	2	7
ENSG00000256234	21	16	18	123	17	21	25	15	19	12
ENSG00000256235	2178	3197	1095	3741	1137	1351	2077	3139	3177	2586
ENSG00000256237	0	0	0	5	0	0	0	0	0	0
ENSG00000256238	47	24	17	3	72	8	23	31	18	12
ENSG00000256243	0	0	0	0	1	0	1	0	2	0
ENSG00000256248	0	0	6	0	9	0	0	2	2	0
ENSG00000256249	3	0	4	1	2	1	0	1	0	0
ENSG00000256250	4	0	6	2	4	3	8	5	5	6
ENSG00000256254	0	0	0	0	0	0	0	1	0	4
ENSG00000256256	0	0	0	3	0	0	2	0	0	0
ENSG00000256257	0	0	1	0	4	1	0	2	1	1
ENSG00000256258	0	6	0	3	0	0	7	1	0	0
ENSG00000256259	0	0	0	0	0	0	0	0	1	0
ENSG00000256262	16	52	1	27	5	37	61	9	68	6
ENSG00000256263	0	58	0	0	0	1	1	0	4	12
ENSG00000256268	5	12	1	206	9	1	34	5	83	16
ENSG00000256269	674	844	467	1226	458	850	1436	617	934	1660
ENSG00000256271	5	26	60	86	13	10	5	9	13	26
ENSG00000256273	0	0	0	0	2	0	0	0	0	0
ENSG00000256274	4	7	26	1	9	8	0	37	3	4
ENSG00000256276	0	0	10	0	7	0	0	3	0	0
ENSG00000256278	3	1	2	1	6	3	2	1	0	6
ENSG00000256280	0	11	1	8	4	7	12	2	1	7
ENSG00000256281	0	0	1	0	4	0	0	0	0	0
ENSG00000256282	10	3	16	1	8	5	5	16	10	9
ENSG00000256283	0	0	0	0	0	0	1	0	0	0
ENSG00000256285	0	0	0	0	0	0	0	0	0	0
ENSG00000256286	0	0	0	0	0	0	0	0	0	0
ENSG00000256287	5	0	2	0	1	1	1	0	0	1
ENSG00000256288	0	1	10	0	42	3	0	3	0	0
ENSG00000256292	0	0	0	0	0	0	0	0	2	0
ENSG00000256293	3	0	0	0	1	0	1	0	0	0
ENSG00000256294	505	322	497	156	677	270	406	310	254	330
ENSG00000256298	0	0	0	0	0	0	0	0	0	0
ENSG00000256299	3	0	12	0	5	2	6	2	1	6
ENSG00000256304	10	2	4	10	11	1	7	10	9	33
ENSG00000256306	0	0	0	1	0	0	0	0	0	0
ENSG00000256310	0	0	0	0	0	0	0	0	0	0
ENSG00000256311	0	0	0	0	0	0	0	0	0	0
ENSG00000256312	1	4	12	12	1	0	1	12	3	0
ENSG00000256314	0	0	0	0	0	0	0	0	0	0
ENSG00000256315	0	0	0	0	0	1	0	0	1	0
ENSG00000256321	8	0	6	2	2	0	1	0	3	0
ENSG00000256325	1	0	2	0	0	3	3	0	0	0
ENSG00000256331	2	0	0	5	0	1	0	0	0	0
ENSG00000256338	32	51	19	27	28	30	20	71	12	32
ENSG00000256339	0	0	0	0	0	0	1	0	0	0
ENSG00000256340	0	1	220	6	176	19	2	60	52	28
ENSG00000256341	0	12	2	3	3	2	2	0	0	0
ENSG00000256342	0	0	0	0	1	0	0	1	0	0
ENSG00000256343	0	0	1	0	1	0	0	1	0	0
ENSG00000256346	0	0	0	0	0	1	0	0	0	0
ENSG00000256347	0	0	0	0	0	0	0	0	0	0
ENSG00000256349	0	0	0	0	0	1	0	0	0	0
ENSG00000256350	0	1	0	0	1	1	0	0	0	0
ENSG00000256351	2	1	1	1	3	1	3	2	1	0
ENSG00000256353	0	0	0	0	0	0	0	0	0	0
ENSG00000256355	0	1	0	0	0	0	0	0	0	0
ENSG00000256356	8	12	4	2	5	4	4	3	1	8
ENSG00000256357	0	0	0	0	0	0	1	0	0	0
ENSG00000256358	0	0	0	0	0	0	0	1	0	0
ENSG00000256361	0	0	0	0	1	1	0	0	0	0
ENSG00000256362	1	1	0	2	2	0	1	0	6	0
ENSG00000256364	0	0	0	0	0	0	0	0	0	0
ENSG00000256371	0	0	0	0	0	0	0	0	0	0
ENSG00000256372	0	0	0	0	0	0	0	0	0	0
ENSG00000256374	0	1	0	0	0	0	0	0	0	0
ENSG00000256377	93	45	143	54	12	3	26	19	16	5
ENSG00000256378	0	0	0	0	0	0	0	0	0	0
ENSG00000256379	1	1	0	1	1	1	1	5	3	1
ENSG00000256381	0	0	1	2	3	2	0	0	1	0
ENSG00000256385	2	0	0	0	0	1	1	0	0	1
ENSG00000256389	0	0	0	1	0	0	0	0	0	0
ENSG00000256393	270	421	138	467	247	208	243	664	148	290
ENSG00000256394	0	0	35	10	0	0	0	3	5	0
ENSG00000256399	0	1	4	0	2	1	1	0	1	0
ENSG00000256400	1	1	0	0	0	0	0	0	0	0
ENSG00000256403	0	0	0	0	0	0	0	0	0	0
ENSG00000256407	7	5	1	2	2	2	3	3	1	2
ENSG00000256417	0	0	1	0	113	0	0	269	0	26
ENSG00000256420	0	0	2	0	0	0	0	0	0	0
ENSG00000256422	4	3	12	3	1	3	1	2	0	2
ENSG00000256424	0	0	0	0	16	0	0	2	0	0
ENSG00000256427	0	14	46	11	3	8	12	7	1	2
ENSG00000256433	39	86	75	161	54	60	57	68	26	10
ENSG00000256436	6	10	30	9	60	3	16	34	4	5
ENSG00000256440	0	1	0	44	0	0	0	0	0	0
ENSG00000256441	0	0	0	0	0	0	7	0	0	0
ENSG00000256442	0	1	0	10	0	0	0	1	1	0
ENSG00000256443	2	2	1	19	18	0	1	7	5	8
ENSG00000256448	1	3	2	7	1	10	5	2	2	1
ENSG00000256450	0	1	0	0	0	0	0	0	0	0
ENSG00000256452	0	0	6	0	0	5	1	2	0	1
ENSG00000256453	0	0	0	0	0	0	0	0	0	0
ENSG00000256458	1	1	5	0	1	0	0	1	0	2
ENSG00000256462	0	0	0	0	0	0	0	0	0	0
ENSG00000256463	0	0	984	1	1809	0	0	1225	799	0
ENSG00000256464	7	5	12	8	2	1	4	1	3	22
ENSG00000256465	0	0	0	0	0	0	0	0	0	0
ENSG00000256469	0	0	0	0	0	0	0	3	0	1
ENSG00000256473	0	0	0	0	1	0	0	1	0	0
ENSG00000256474	0	0	0	0	0	0	0	0	0	0
ENSG00000256480	0	0	0	0	0	0	0	1	0	0
ENSG00000256481	0	26	4	27	6	13	20	2	0	7
ENSG00000256482	0	0	0	0	2	0	0	0	0	0
ENSG00000256484	0	1	8	6	4	0	1	0	0	0
ENSG00000256494	0	0	0	0	0	0	0	0	0	0
ENSG00000256496	0	0	0	0	0	0	0	0	0	0
ENSG00000256499	1	2	1	0	0	2	0	0	0	1
ENSG00000256500	2	0	1	2	2	1	0	1	1	2
ENSG00000256502	0	0	0	1	3	1	0	0	2	0
ENSG00000256504	3	1	4	3	0	0	1	0	0	0
ENSG00000256508	3	1	38	0	6	33	0	4	6	4
ENSG00000256512	0	0	0	0	0	0	0	0	0	0
ENSG00000256513	54	0	0	0	0	0	0	0	0	2
ENSG00000256514	0	2	0	2	2	1	3	1	0	0
ENSG00000256518	0	0	0	0	0	0	0	0	0	0
ENSG00000256525	612	412	689	529	819	373	481	857	503	566
ENSG00000256533	1	0	5	0	1	1	1	9	1	5
ENSG00000256537	1923	3013	1469	5285	2326	2275	2007	2002	2026	1146
ENSG00000256538	3	4	8	5	3	2	9	3	2	8
ENSG00000256540	15	32	19	3	21	9	68	16	22	22
ENSG00000256542	0	0	192	8	118	6	0	28	0	0
ENSG00000256546	146	68	115	326	9	17	136	21	86	49
ENSG00000256551	0	0	0	0	0	0	0	0	0	0
ENSG00000256552	55	9	16	11	100	3	4	68	7	2
ENSG00000256553	1	23	2	1	1	6	4	7	35	0
ENSG00000256557	0	0	0	0	0	0	0	0	0	0
ENSG00000256560	1	0	0	4	0	0	0	1	0	0
ENSG00000256563	2	0	1	0	0	0	1	3	0	0
ENSG00000256564	0	0	16	0	4	0	0	2	2	0
ENSG00000256566	15	3	9	10	19	5	2	9	0	3
ENSG00000256568	0	1	0	5	1	1	1	0	1	0
ENSG00000256569	0	0	0	0	0	0	0	0	0	0
ENSG00000256571	0	1	0	0	1	0	1	0	0	0
ENSG00000256574	7	1	4	2	1	5	0	5	0	8
ENSG00000256576	14	84	218	140	153	62	43	165	54	6
ENSG00000256577	0	0	2	9	21	0	0	3	0	0
ENSG00000256581	0	0	3	0	3	0	0	6	0	0
ENSG00000256582	1	1	3	1	2	4	3	1	2	0
ENSG00000256588	0	0	2	1	1	4	4	3	1	1
ENSG00000256589	0	0	4	0	16	0	2	3	0	0
ENSG00000256590	0	1	0	1	1	0	0	3	1	1
ENSG00000256591	33	48	32	36	38	34	35	28	19	55
ENSG00000256594	705	385	273	638	426	412	301	325	269	57
ENSG00000256596	7	0	19	5	40	13	4	7	2	27
ENSG00000256597	1	2	0	0	3	1	2	3	0	2
ENSG00000256603	0	1	0	0	3	0	0	0	1	3
ENSG00000256609	1	1	0	0	1	0	0	0	0	3
ENSG00000256612	24	14	21	8	8	16	8	100	1081	4
ENSG00000256614	0	0	0	0	1	0	0	0	0	0
ENSG00000256615	0	0	0	0	8	0	0	0	1	0
ENSG00000256616	8	3	577	0	606	3	40	5	3	220
ENSG00000256618	5	8	2	1	2	1202	1	3	1	0
ENSG00000256625	4	2	11	2	8	1	0	3	0	3
ENSG00000256626	0	0	0	0	0	0	0	0	0	0
ENSG00000256627	0	0	0	0	0	0	0	0	0	0
ENSG00000256628	71	163	145	249	170	128	200	119	91	131
ENSG00000256630	0	0	1	0	2	0	0	0	0	0
ENSG00000256632	4	0	1	1	1	2	0	1	1	5
ENSG00000256633	7	11	1	31	38	2	11	9	12	12
ENSG00000256637	0	0	1	0	0	0	0	0	0	0
ENSG00000256640	0	0	0	0	1	0	0	0	1	0
ENSG00000256642	0	0	0	0	0	0	0	0	0	0
ENSG00000256643	0	0	0	0	0	0	0	0	0	0
ENSG00000256646	5	1	9	1	1	0	5	1	0	1
ENSG00000256650	0	0	20	0	5	2	1	4	0	0
ENSG00000256651	0	1	8	2	4	0	0	6	0	0
ENSG00000256654	2	0	22	0	3	0	0	2	0	0
ENSG00000256657	0	0	0	0	0	0	0	0	0	0
ENSG00000256658	1	0	0	0	1	0	0	0	0	2
ENSG00000256659	0	0	0	0	1	0	0	0	0	0
ENSG00000256660	27	14	7	23	14	33	63	1	15	2
ENSG00000256661	2	0	0	0	0	0	0	0	0	0
ENSG00000256663	106	10	18	5	160	10	32	21	114	54
ENSG00000256664	0	0	0	0	0	0	0	0	0	0
ENSG00000256667	195	106	508	162	225	139	97	385	94	88
ENSG00000256670	0	0	0	1	0	0	0	0	1	0
ENSG00000256671	0	0	0	0	0	0	0	0	0	0
ENSG00000256672	0	0	0	0	2	0	0	3	3	0
ENSG00000256673	32	3184	64	4469	51	5	1375	73	33	28
ENSG00000256674	1	1	1	0	0	3	4	7	1	1
ENSG00000256678	0	1	0	0	2	2	1	0	0	3
ENSG00000256681	0	0	1	0	0	0	0	0	0	0
ENSG00000256682	1	1	1	3	3	0	2	0	1	0
ENSG00000256683	714	368	432	258	43	476	477	417	251	415
ENSG00000256684	0	0	0	0	0	0	0	0	0	0
ENSG00000256686	0	3	1	244	0	0	2	0	0	0
ENSG00000256690	15	20	25	32	8	8	11	22	13	37
ENSG00000256691	1	0	1	0	0	0	0	0	0	0
ENSG00000256694	20	61	26	21	31	13	162	25	39	43
ENSG00000256695	0	0	0	0	0	0	0	0	0	0
ENSG00000256699	0	0	0	0	0	0	0	3	0	0
ENSG00000256704	0	0	0	1	0	1	1	0	0	0
ENSG00000256705	2	0	2	2	3	5	1	5	1	0
ENSG00000256706	1	14	0	2	3	5	7	2	3	0
ENSG00000256708	0	1	0	0	0	0	0	0	0	0
ENSG00000256709	0	0	0	0	0	0	0	0	1	0
ENSG00000256712	0	1	0	0	0	0	0	0	0	0
ENSG00000256713	1	0	7	1	12	0	1	3	0	4
ENSG00000256714	0	1	1	0	0	0	1	1	2	0
ENSG00000256717	0	1	2	4	2	2	2	0	0	2
ENSG00000256720	2	1	3	1	1	3	7	3	12	3
ENSG00000256721	0	1	0	0	0	0	0	0	0	0
ENSG00000256723	1	2	4	1	3	0	1	8	0	2
ENSG00000256725	0	0	0	0	1	0	0	0	0	0
ENSG00000256732	3	7	16	7	7	0	0	2	11	0
ENSG00000256733	0	0	1	2	0	2	1	0	1	0
ENSG00000256734	1	0	1	0	0	0	0	1	1	1
ENSG00000256737	2	0	1	0	1	0	1	0	0	1
ENSG00000256739	0	0	0	0	0	0	0	0	0	0
ENSG00000256742	29	19	49	24	25	17	7	27	2	19
ENSG00000256745	41	37	6	19	13	17	13	16	14	7
ENSG00000256746	2	3	4	2	2	0	4	3	1	4
ENSG00000256747	0	1	1	0	1	0	0	1	1	1
ENSG00000256748	1	0	0	0	3	0	0	0	0	0
ENSG00000256750	0	0	0	0	0	0	0	0	0	0
ENSG00000256751	7	68	84	13	114	30	15	59	7	14
ENSG00000256752	0	0	0	0	0	0	0	0	0	0
ENSG00000256756	0	0	0	0	0	1	0	0	0	0
ENSG00000256757	0	2	1	2	1	7	1	1	0	0
ENSG00000256762	0	0	0	0	0	0	0	0	0	0
ENSG00000256763	0	0	0	0	0	0	0	0	0	0
ENSG00000256769	0	0	0	0	0	0	0	0	1	0
ENSG00000256771	817	217	635	106	659	297	257	525	175	796
ENSG00000256774	0	0	0	0	0	0	0	0	0	0
ENSG00000256777	0	0	0	0	0	1	0	0	0	0
ENSG00000256779	3	0	0	0	9	9	1	95	0	25
ENSG00000256783	0	0	0	0	5	0	1	0	0	6
ENSG00000256789	0	1	1	0	1	0	1	1	0	0
ENSG00000256790	0	0	15	0	1	0	0	1	0	0
ENSG00000256797	0	3	1	12	2	1	1	3	1	0
ENSG00000256799	1	1	0	0	1	0	1	0	1	0
ENSG00000256802	1	18	0	378	31	14	1	26	16	10
ENSG00000256803	0	0	1	0	0	1	0	0	0	0
ENSG00000256804	0	0	0	0	0	0	0	0	0	0
ENSG00000256806	100	211	213	192	436	138	320	195	90	261
ENSG00000256810	0	0	0	0	0	0	2	0	3	0
ENSG00000256811	0	0	0	0	0	0	0	0	0	0
ENSG00000256812	2	13	0	2	2	5	8	6	0	3
ENSG00000256813	0	0	0	0	0	0	0	0	0	0
ENSG00000256814	0	0	0	0	0	0	0	0	0	0
ENSG00000256817	0	0	0	0	1	0	0	3	5	0
ENSG00000256824	1	76	2	4	11	6	18	10	0	5
ENSG00000256825	0	0	0	0	0	0	0	0	0	0
ENSG00000256826	1	5	2	8	1	12	8	0	7	0
ENSG00000256827	2	0	1	0	2	0	1	0	1	0
ENSG00000256835	0	0	0	0	0	0	0	0	0	0
ENSG00000256837	0	0	0	0	0	0	0	0	0	0
ENSG00000256843	3	2	0	1	0	0	1	0	0	0
ENSG00000256844	0	1	0	0	0	0	0	0	0	0
ENSG00000256847	0	0	0	0	0	0	0	0	0	0
ENSG00000256849	12	6	3	0	5	2	0	6	3	4
ENSG00000256851	0	0	0	0	0	0	0	0	0	0
ENSG00000256852	0	0	0	0	1	0	0	0	1	0
ENSG00000256861	0	1	1	0	0	0	0	0	0	0
ENSG00000256862	1	2	5	2	4	1	0	1	0	1
ENSG00000256863	0	0	0	0	0	0	0	0	0	0
ENSG00000256870	2	2	4	0	3	1	0	163	77	1
ENSG00000256875	1	0	1	0	3	0	0	3	3	9
ENSG00000256879	0	1	0	0	2	0	0	5	0	2
ENSG00000256884	1	1	2	6	0	0	0	0	0	1
ENSG00000256888	0	0	0	0	0	0	0	0	0	3
ENSG00000256892	0	0	0	0	0	2	0	0	0	1
ENSG00000256894	139	50	82	21	27	11	59	53	70	4
ENSG00000256896	0	1	0	0	0	0	1	0	0	0
ENSG00000256897	2	9	5	3	8	1	12	15	6	5
ENSG00000256898	6	3	1	1	1	2	5	3	0	0
ENSG00000256902	1	0	8	0	3	5	3	5	2	1
ENSG00000256904	0	0	0	0	0	0	0	0	0	0
ENSG00000256906	0	0	0	1	1	1	0	1	0	0
ENSG00000256912	0	0	0	0	0	0	0	0	0	0
ENSG00000256913	0	2	4	4	3	1	2	1	2	0
ENSG00000256915	0	0	2	3	3	0	0	2	139	1
ENSG00000256916	1	2	0	13	0	3	1	0	0	0
ENSG00000256917	0	0	0	0	0	1	0	0	0	0
ENSG00000256922	1	0	0	0	0	0	0	0	0	0
ENSG00000256923	0	0	2	0	0	0	0	1	0	0
ENSG00000256925	0	0	0	0	18	0	0	11	0	0
ENSG00000256927	0	0	0	0	0	0	0	0	0	0
ENSG00000256928	0	0	0	0	0	0	0	0	0	0
ENSG00000256937	0	0	1	0	1	0	6	1	1	3
ENSG00000256940	28	13	9	100	4	19	78	2	43	27
ENSG00000256943	0	3	243	7	119	3	2	18	0	0
ENSG00000256944	1	0	0	0	0	1	0	0	0	2
ENSG00000256947	1	0	1	0	0	0	1	2	1	0
ENSG00000256948	4	2	5	0	33	1	0	1	28	2
ENSG00000256950	5	9	8	16	2	12	7	4	8	6
ENSG00000256951	0	0	0	0	2	0	0	1	0	2
ENSG00000256953	0	0	0	0	0	1	1	1	0	1
ENSG00000256955	4	7	0	18	1	0	4	1	1	4
ENSG00000256963	0	0	0	1	0	0	0	0	0	0
ENSG00000256966	5	0	1	0	3	1	2	4	5	5
ENSG00000256967	85	34	95	15	51	55	22	207	118	29
ENSG00000256968	21	16	27	9	27	12	13	36	34	63
ENSG00000256969	0	0	6	0	0	0	0	3	8	0
ENSG00000256971	0	0	0	0	0	0	0	0	0	0
ENSG00000256972	0	0	0	0	0	2	0	1	0	2
ENSG00000256973	10	6	40	1	74	23	17	20	8	3
ENSG00000256975	0	1	0	1	0	1	0	1	1	0
ENSG00000256977	0	0	0	0	0	0	0	0	0	0
ENSG00000256980	6	0	8	0	23	5	0	11	5	3
ENSG00000256981	0	0	5	3	2	1	0	1	2	1
ENSG00000256982	0	0	124	2	68	0	0	63	0	0
ENSG00000256984	2	14	72	1	1	3	3	21	1	1
ENSG00000256986	0	0	0	0	0	0	0	0	0	0
ENSG00000256987	0	0	1	0	0	0	1	3	1	2
ENSG00000256988	1	1	2	0	0	1	0	0	0	0
ENSG00000256994	0	0	0	1	1	0	0	0	0	0
ENSG00000256995	5	2	3	4	3	0	1	0	7	1
ENSG00000257000	0	0	0	0	0	0	0	0	0	0
ENSG00000257002	0	0	5	0	0	1	0	0	2	0
ENSG00000257004	0	0	7	2	0	1	0	0	0	5
ENSG00000257005	0	0	0	0	1	0	0	0	0	0
ENSG00000257008	0	0	5	0	240	0	1	98	0	21
ENSG00000257009	0	0	0	0	0	0	0	0	0	0
ENSG00000257012	0	0	0	0	1	0	0	6	0	1
ENSG00000257016	0	1	0	0	0	0	0	0	0	0
ENSG00000257017	3	2	19	90	6	9	2	65	1543	20
ENSG00000257021	0	0	0	0	0	0	0	0	0	0
ENSG00000257022	0	1	1	0	1	0	1	2	1	2
ENSG00000257023	1	0	3	1	6	0	2	4	0	12
ENSG00000257025	0	0	0	0	0	0	0	0	0	0
ENSG00000257027	240	121	160	262	491	160	163	253	139	39
ENSG00000257035	0	0	0	0	0	0	0	0	0	0
ENSG00000257037	1	0	0	0	2	0	0	0	0	0
ENSG00000257038	6	30	49	24	93	71	34	22	24	22
ENSG00000257042	4	8	0	15	2	1	6	1	18	2
ENSG00000257043	7	9	8	1	5	2	11	4	2	12
ENSG00000257045	0	0	5	0	2	4	1	1	0	0
ENSG00000257046	12	0	0	0	0	0	0	0	6	0
ENSG00000257048	0	0	2	0	0	0	0	2	0	1
ENSG00000257052	3	23	15	14	18	13	18	8	5	10
ENSG00000257053	0	0	0	0	0	0	0	0	0	0
ENSG00000257056	8	6	30	9	59	0	2	48	1	41
ENSG00000257057	1	0	1	0	0	0	0	0	0	0
ENSG00000257058	7	6	14	25	26	6	5	12	6	5
ENSG00000257060	1	5	4	0	2	25	1	0	0	4
ENSG00000257061	0	0	0	1	0	0	0	0	0	0
ENSG00000257062	0	0	0	0	0	0	0	0	0	0
ENSG00000257065	1	0	2	0	0	0	2	0	0	1
ENSG00000257067	10	3	1	2	0	2	2	1	0	0
ENSG00000257069	28	4	23	0	33	0	1	37	0	2
ENSG00000257070	0	0	0	0	0	0	0	0	0	2
ENSG00000257074	4	5	3	0	4	2	3	3	0	4
ENSG00000257075	6	0	0	0	0	0	0	0	1	0
ENSG00000257078	0	0	0	0	1	0	0	0	0	0
ENSG00000257083	0	0	2	0	0	0	0	0	0	0
ENSG00000257084	1	5	0	1	0	0	1	0	17	0
ENSG00000257086	72	57	34	46	42	72	65	33	39	72
ENSG00000257087	0	0	0	0	4	0	0	0	0	0
ENSG00000257093	889	3473	1946	1224	2456	1911	1908	1773	1004	516
ENSG00000257094	1	1	2	2	0	0	1	0	0	0
ENSG00000257095	0	0	0	0	0	0	0	0	0	0
ENSG00000257096	0	0	0	0	0	0	0	0	0	0
ENSG00000257097	1	5	0	2	1	0	0	0	5	3
ENSG00000257101	0	0	1	0	0	0	0	0	0	0
ENSG00000257103	7764	8514	7553	3849	13190	5566	6871	4719	6324	24162
ENSG00000257105	0	0	0	0	0	0	0	0	0	0
ENSG00000257108	8	78	54	97	69	130	103	87	47	33
ENSG00000257109	0	0	0	0	0	0	1	0	0	0
ENSG00000257110	1	0	0	0	0	0	0	0	0	0
ENSG00000257113	0	1	0	0	0	0	0	0	0	0
ENSG00000257114	47	25	8	6	19	0	9	4	117	3
ENSG00000257115	0	0	0	0	0	0	0	0	0	0
ENSG00000257119	0	0	0	1	1	0	0	1	0	1
ENSG00000257120	0	0	0	0	1	0	0	0	0	0
ENSG00000257121	1	0	1	0	2	0	0	0	0	2
ENSG00000257122	121	100	268	83	94	92	107	57	118	110
ENSG00000257124	0	0	0	0	0	0	0	0	0	0
ENSG00000257125	0	0	0	0	80	0	0	2	0	1
ENSG00000257126	2	0	14	1	45	0	1	52	0	83
ENSG00000257127	5	2	5	9	14	0	1	11	0	0
ENSG00000257128	0	0	1	0	0	0	0	0	0	0
ENSG00000257129	0	0	0	0	0	0	0	0	0	0
ENSG00000257135	25	122	94	91	100	74	79	93	13	111
ENSG00000257137	0	1	1	0	0	0	0	0	3	1
ENSG00000257138	0	0	0	0	1	0	0	1	0	0
ENSG00000257139	0	3	0	0	1	1	3	0	0	0
ENSG00000257141	2	0	7	1	3	3	1	11	0	0
ENSG00000257142	0	0	0	0	0	0	0	0	0	1
ENSG00000257146	0	0	0	2	0	0	0	0	1	0
ENSG00000257150	1	0	9	0	0	3	0	1	3	0
ENSG00000257151	526	387	564	192	903	429	183	686	109	318
ENSG00000257155	0	0	1	1	0	0	0	0	0	0
ENSG00000257156	0	2	1	2	0	0	1	3	0	0
ENSG00000257157	0	0	0	0	0	0	0	0	0	0
ENSG00000257159	1	0	6	0	28	3	1	4	0	1
ENSG00000257162	0	0	0	0	0	0	0	0	0	0
ENSG00000257164	0	0	0	0	0	0	1	0	0	0
ENSG00000257165	0	0	0	0	0	0	0	0	0	0
ENSG00000257167	581	78	407	204	954	87	119	346	543	375
ENSG00000257169	1	0	0	1	0	0	1	0	0	0
ENSG00000257171	0	1	0	0	0	0	0	0	0	1
ENSG00000257173	1	0	0	0	0	0	0	0	0	0
ENSG00000257175	0	1	0	0	1	0	0	0	0	0
ENSG00000257176	29	35	133	35	71	17	44	24	37	20
ENSG00000257178	3	1	15	4	1	8	2	5	9	2
ENSG00000257179	5	2	1	6	6	4	3	1	5	6
ENSG00000257180	0	0	0	0	1	0	0	0	0	0
ENSG00000257181	0	0	0	0	0	0	0	0	0	0
ENSG00000257183	0	0	0	0	1	0	0	0	0	0
ENSG00000257184	0	0	0	0	0	0	0	0	0	5
ENSG00000257185	0	0	0	0	0	0	0	4	0	29
ENSG00000257191	1	2	0	0	12	0	0	0	0	0
ENSG00000257193	2	0	0	1	0	0	0	1	0	0
ENSG00000257194	109	5	2	7	12	1	1	5	0	1
ENSG00000257195	1	3	0	4	4	0	1	10	1	3
ENSG00000257198	0	0	1	0	0	0	2	0	1	0
ENSG00000257199	7	2	1	3	4	1	1	1	7	13
ENSG00000257202	6	7	1	4	1	7	3	0	2	4
ENSG00000257207	97	44	157	6	79	6	45	91	82	40
ENSG00000257210	2	9	2	4	6	8	3	4	0	2
ENSG00000257218	1582	1751	1220	1738	2025	1309	1482	1596	927	1458
ENSG00000257219	27	253	2	157	13	2	13	6	201	46
ENSG00000257220	0	0	0	0	0	0	0	0	0	0
ENSG00000257221	0	6	1	0	1	4	3	2	18	3
ENSG00000257222	7	14	14	15	6	10	6	9	8	7
ENSG00000257224	0	0	0	0	0	0	0	0	0	0
