NAMES	DESCRIPTION	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
LCTL		24.18908604	217.7039131	26.09277704	231.403577	33.61248943	2204.444093	149.1671444	14.37667837	132.140004	12.66772506
NCCRP1		1.935126883	11.45810069	12.56318895	30.28842631	82.91080726	3.357021461	0.987861884	145.5638685	29.24409925	47.21606614
KRTDAP		0	0	30.92477279	1.211537052	4.481665257	8.952057229	0	16.17376316	1.083114787	1.151611369
C22orf34		41.60522799	209.7713818	35.75676854	105.4037236	25.39610312	104.0676653	129.4099067	47.62274709	58.48819851	125.5256392
COL25A1		10.64319786	52.88354164	2058.430189	12.11537052	10723.87802	10.07106438	21.73296144	2751.336822	7.58180351	9343.023039
FAM83G		164.4857851	131.3274617	262.8605687	466.4417651	150.8827303	887.3726728	173.8636915	230.9253963	1467.620537	1310.533738
CFAP77		2.902690325	3.525569443	58.95034813	3.634611157	52.28609467	1.119007154	8.890756952	45.82566229	8.664918297	90.97729817
SRSF10		6089.844301	4036.777012	4456.066479	2939.188889	6178.722501	4267.893284	4098.638955	3355.157314	6598.335283	5059.028745
HBA2		52.24842585	462.7309893	14.49598724	496.7301915	0	204.7783091	96.81046459	55.70962867	128.8906597	8.061279585
DUSP28		56.11867961	245.0270763	254.1629764	365.8841898	186.7360524	245.0625666	191.6452054	165.3318012	109.3945935	87.52246406
CCDC9B		111.2697958	8768.091203	1900.907127	4386.975666	273.3815807	6982.604639	5860.984555	246.200617	276.1942707	173.8933168
NBR1		6328.832471	13655.41184	11495.31788	9436.662101	8550.270367	7380.971185	10527.64409	8300.734671	6334.055275	6824.448974
RALGAPA2		2103.482922	2183.208877	1716.32489	472.4994504	1341.5118	892.9677086	1348.431471	1234.597255	956.3903571	806.1279585
NDOR1		865.9692802	896.3760308	812.7416848	828.6913438	605.7717539	991.4403381	988.8497454	598.429237	1637.669558	1369.265918
FBLL1		1.935126883	26.44177082	280.2557534	102.9806494	111.2946872	73.85447214	223.2567857	283.9393977	3.249344361	665.6313714
NKAIN2		4.837817208	14.98367013	3.865596598	130.8460017	192.7116061	1422.258092	1809.762971	75.47756142	1.083114787	416.8833157
KRTAP1-1		3.870253766	0	0	0	0	2.238014307	0	0	140.8049223	0
PAQR9		0	0	28.02557534	0	28.38387996	0	0.987861884	10.78250877	79.06737946	5.758056846
CFAP54		165.4533485	35.25569443	23.19357959	109.0383347	20.91443787	109.6627011	27.66013274	64.69505265	680.1960863	13.81933643
NPIPP1		212.8639571	189.4993575	568.2427	472.4994504	206.903546	271.9187383	99.77405024	201.2734971	442.9939479	191.1674873
CLN3		1641.95516	1098.214881	792.4473027	1473.229056	725.2828275	1441.281214	922.6629992	682.8922224	1148.101674	772.7312288
FAM72B		128.6859377	26.44177082	24.15997874	30.28842631	168.0624471	50.35532191	104.7133597	25.15918714	220.9554166	100.1901891
ASAH2		29.02690325	1.762784721	57.98394898	26.65381515	41.08193153	32.45120746	6.915033185	51.21691668	32.49344361	21.88061602
SUMO2		10261.0103	7481.258357	9254.238257	9864.33468	13898.39091	5381.305402	6653.249786	10742.97291	10944.87492	13059.27293
NANOS1		94.82121728	123.3949305	610.7642626	136.9036869	366.7496069	182.398166	328.9580072	412.4309606	72.56869074	169.2868713
HMX3		2.902690325	79.32531246	8.697592347	3.634611157	59.75553676	7.833050075	3.951447534	10.78250877	30.32721404	0
GOLGA8M		5.80538065	4.406961803	19.32798299	1.211537052	17.17971682	19.02312161	2.963585651	25.15918714	2.166229574	11.51611369
ZNF177		4.837817208	2.644177082	20.29438214	0	0	3.357021461	0.987861884	8.985423979	0	10.36450232
RTL6		2667.572408	3745.03614	2198.558065	1670.709595	7188.591073	2660.999011	3045.578187	2698.322821	1436.210208	2029.139233
DPYD		2882.371492	6245.546267	1856.452766	2338.266511	926.2108198	3462.208133	5070.695048	1772.824151	2363.356466	123.2224165
S100A16		767.2778092	16369.21892	2726.212001	17826.55619	2538.116424	6086.279909	14678.63973	2342.500031	18486.60319	1020.327673
PTAR1		2629.837434	4479.235977	1337.496423	2052.343767	1925.622172	2888.157464	3555.314919	2441.339695	2767.358281	1711.294495
SAXO2		253.5016217	165.7017638	163.3214563	33.92303747	168.0624471	30.21319315	8.890756952	96.14403657	111.5608231	34.54834108
RHCE		112.2373592	25.56037846	30.92477279	48.46148209	61.99636939	24.61815738	22.72082332	92.54986698	8.664918297	80.61279585
IDO2		0.967563442	6.169746524	0.96639915	6.057685262	23.90221471	10.07106438	11.8543426	43.1300351	11.91426266	9.212890954
PARVB		1464.891051	2394.743044	1609.054584	4783.148283	2950.429628	841.4933795	2226.640685	2334.41315	1296.4884	2414.929041
TEKT4P2		264.1448196	88.13923606	57.01754983	59.36531556	216.6138208	17.90411446	210.4145812	112.3177997	66.07000202	105.948246
SLC4A5		17.41614195	84.61366662	59.91674728	153.8652056	28.38387996	77.2114936	30.62371839	107.8250877	22.74541053	70.24829352
UROS		1221.065063	2106.527742	823.3720755	2289.805029	2444.748398	1818.386625	2203.919862	2107.980465	1943.107928	1236.830611
CYP51A1-AS1		13.54588818	8.813923606	33.82397024	31.49996336	41.08193153	23.49915023	10.86648072	33.24606872	5.415573936	11.51611369
ZDHHC9		3575.146917	1833.29611	1667.038533	2039.016859	2538.116424	2089.186356	2496.32698	3425.243621	2256.128102	3390.343871
ZBED6CL		191.5775614	224.755052	10.63039065	60.57685262	9.710274724	779.9479861	89.8954314	512.1691668	1006.213637	161.2255917
QRFP		11.6107613	10.57670833	40.58876428	20.59612989	9.710274724	10.07106438	12.84220449	53.91254387	98.56344563	23.03222739
SMIM15		3523.866054	3410.988436	3641.391996	3377.765302	3217.835655	2629.666811	3824.013351	2690.235939	3299.167642	2917.031598
OSTN		1.935126883	0.881392361	4280.181834	0	152.3766187	0	1.975723767	17.97084796	1.083114787	0
VWC2		298.00954	5.288354164	129.497486	0	71.70664412	0	0	320.779636	55.23885414	62.18701394
FAM221A		60.95649682	300.554795	164.2878554	99.34603829	277.1163017	445.3648471	258.8198135	164.4332588	164.6334476	170.4384826
TMEM120B		817.5911081	1109.672982	891.020016	1590.74815	439.9501394	758.6868502	1215.070117	743.094563	914.1488804	2101.690749
FSIP2		46.4430452	17.62784721	150.7582673	25.4422781	53.77998309	124.2097941	16.79365202	414.2280454	59.57131329	346.6350221
RBM34		94.82121728	56.40911108	58.95034813	70.26914904	31.3716568	93.99660091	74.08964126	65.59359504	84.4829534	64.49023668
NOXA1		54.18355273	170.1087256	78.27833112	682.0953605	87.39247252	862.7545155	158.0579014	337.8519416	158.1347589	54.12573435
TMEM198		20.31883227	348.1499824	608.8314643	375.5764862	691.670338	149.9469586	98.78618835	463.6478773	188.461973	824.5537404
BCL2L15		34.8322839	12.33949305	43.48796173	12.11537052	9.710274724	36.92723607	25.68440897	18.86939036	37.90901755	16.12255917
FZD9		34.8322839	5.288354164	121.7662929	16.96151873	202.4218808	23.49915023	26.67227086	99.73820616	22.74541053	132.4353075
SPRED3		52.24842585	2777.267328	103.404709	3690.341861	53.03303888	323.3930674	2815.406368	194.0851579	490.6509986	127.828862
ADRB3		0	0	0.96639915	4.846148209	50.04526204	1.119007154	0.987861884	86.2600702	32.49344361	0
SKOR1		71.59969468	63.46024997	149.7918682	95.71142713	256.2018639	100.7106438	32.59944216	115.9119693	38.99213234	209.5932692
PRELP		172.2262926	1418.160308	15603.48067	365.8841898	1232.457946	4157.111576	1330.649957	9617.997827	2496.579584	217.6545488
ZNF548		436.3711122	608.1607288	653.2858251	321.0573189	677.4783981	543.8374767	579.8749256	466.3435045	660.7000202	819.9472949
MTF1		1514.236786	2094.188249	923.877587	905.0181781	562.4489898	1149.220347	1514.392267	504.9808276	1371.223321	1265.620895
SHISA6		1279.11887	39.66265623	391.3916556	0	466.840131	0	249.9290565	29.65189913	3.249344361	20.72900465
TMEM201		1789.024803	2360.368742	1138.418198	2606.0162	2103.394894	1710.961938	1273.353968	835.64443	2060.084325	1566.191462
NHLRC3		1109.795267	1586.506249	1143.250194	1315.729239	2075.011014	2487.552903	1674.425893	1566.159399	1085.281017	1278.28862
HMX2		8.708070974	0	5.798394898	2.423074105	150.1357861	0	0.987861884	66.49213744	88.81541255	0
ZDHHC11		20.31883227	267.0618853	692.9081903	188.9997802	122.4988504	108.5436939	14.81792825	200.3749547	76.90114989	48.36767751
CALHM6		196.4153786	1315.037402	68.61433962	472.4994504	197.1932713	1102.222046	2123.90305	306.4029577	1051.704458	287.9028423
LINC00910		42.57279143	77.56252774	165.2542546	172.0382614	70.2127557	139.8758942	128.4220449	112.3177997	19.49606617	105.948246
SLX4		1709.684601	792.3717322	1158.71258	312.5765595	1031.529953	725.1166356	795.2288162	457.3580805	1266.161186	670.2378169
ENTPD8		0	0.881392361	29.95837364	9.692296419	17.92666103	2.238014307	0	66.49213744	17.32983659	16.12255917
RPL14		27568.78514	21065.27742	10417.78283	27413.44888	20736.66515	23934.44401	18592.54851	42330.33236	31459.06899	40565.51048
BEND4		0	5.288354164	226.137401	0	847.0347336	2.238014307	2.963585651	194.0851579	21.66229574	25.33545012
RPSAP47		17.41614195	8.813923606	0.96639915	2.423074105	14.19193998	5.595035768	2.963585651	17.07230556	9.748033084	13.81933643
FAM78B		196.4153786	877.8667912	291.8525432	340.4419117	395.1334869	226.039445	2090.315746	309.0985849	160.3009885	64.49023668
ZNF563		652.1377596	135.7344235	272.5245602	138.115224	2.240832629	120.8527726	186.705896	161.7376316	105.0621344	130.1320847
TMC3		15.48101507	2.644177082	16.42878554	2.423074105	35.85332206	1.119007154	0.987861884	9.883966377	18.41295138	13.81933643
RPL10AP2		10.64319786	16.74645485	2.899197449	14.53844463	6.722497886	5.595035768	5.927171301	23.36210234	3.249344361	12.66772506
FBF1		542.8030907	394.8637776	926.7767845	914.7104745	587.0981487	518.1003121	257.8319516	331.5621448	239.368368	206.1384351
KLRG2		3.870253766	4.406961803	11.5967898	8.480759366	16.43277261	5.595035768	3.951447534	14.37667837	2.166229574	6.909668216
ASTL		3.870253766	1.762784721	2.899197449	2.423074105	14.19193998	4.476028615	0	58.40525586	0	120.9191938
MSL1		5622.511159	4824.741782	11032.41269	4579.610058	12698.05156	5358.925259	5576.480333	6403.013127	5894.310672	5003.751399
LOC400499		20.31883227	123.3949305	105.3375073	129.6344646	100.0905241	157.7800087	70.13819373	73.68047663	45.49082106	74.854739
LRRK2		185.7721808	1975.20028	1974.353463	457.9610058	892.5983304	1555.419944	1316.819891	1572.449196	3405.312891	63.33862531
GJB3		8.708070974	1.762784721	5.798394898	122.3652423	7.469442095	1.119007154	2.963585651	23.36210234	41.15836191	0
INSYN2A		569.8948671	3.525569443	22.22718044	20.59612989	210.6382671	1.119007154	13.83006637	164.4332588	72.56869074	38.00317519
TRMT2B		776.9534436	1012.719822	451.3084029	743.8837501	1216.025173	1327.142484	944.3959607	754.7756142	976.969538	383.486586
HACD4		230.2800991	1260.391076	962.533553	566.9993405	726.7767159	1236.502905	1567.736809	1647.926758	1482.784144	406.5188133
USP32P1		0.967563442	66.98581941	259.9613712	38.76918567	118.0171851	173.4461088	4.939309418	316.286924	0	2.303222739
NYX		21.28639571	0	0.96639915	0	0	0	0	1.797084796	0	32.24511834
FAM120AOS		1452.312726	2630.956196	2115.447739	2858.015906	1276.527654	3095.173787	2915.180418	2173.57406	1161.099052	1044.511512
UTS2B		20.31883227	7.932531246	24.15997874	1.211537052	8.963330515	11.19007154	5.927171301	20.66647515	17.32983659	4.606445477
C9orf152		69.66456779	7.051138885	2.899197449	2.423074105	3.734721048	2.238014307	8.890756952	1.797084796	81.23360904	4.606445477
NOC2L		6649.095971	5253.979862	2862.474281	7161.395516	4103.711487	3875.121773	4235.951757	2645.308819	9941.910631	7728.463899
MSANTD1		11.6107613	28.20455554	23.19357959	71.48068609	15.6858284	21.26113592	18.76937579	25.15918714	11.91426266	283.2963968
NELFB		8027.873875	4674.023688	3737.065512	8122.144399	3884.856834	4912.441404	4829.656749	5683.280667	10168.28162	5936.556608
SLC15A5		0	0.881392361	13.52958809	42.40379683	2.240832629	2.238014307	0	1.797084796	0	14.9709478
LRRC66		363.803854	11.45810069	400.0892479	23.01920399	112.7885756	121.9717797	93.84687894	79.07173101	15.16360702	31.09350697
ZNF292		2785.615148	1292.121201	1771.409641	672.403064	5413.104687	1813.910596	1839.398827	3038.87039	4556.66391	2948.125105
KCTD21		753.731921	372.8289685	297.6509381	186.5767061	318.9451775	1069.770839	605.5593346	336.0548568	275.1111559	810.734404
SBSN		920.1528329	0	22.22718044	18.17305578	20.91443787	2.238014307	0	40.4344079	215.5398426	5.758056846
ADAT2		440.2413659	408.9660553	368.198076	351.3457452	393.6395984	721.7596141	440.5864001	460.9522501	355.2616502	487.1316092
KIR2DL4		2.902690325	13.22088541	2.899197449	77.53837135	0	20.14212877	17.7815139	2.695627194	6.498688723	1.151611369
ZNF567		362.8362906	107.529868	477.4011799	202.3266877	469.0809636	223.8014307	284.5042225	389.0688583	419.1654226	902.8633135
NDUFA4		10556.11715	9913.901272	4603.925549	12940.42726	8616.748401	9037.101773	7791.266675	3252.72348	6650.324793	10175.63806
ANKDD1B		44.50791831	7.051138885	177.8174435	15.74998168	19.42054945	289.8228528	22.72082332	33.24606872	19.49606617	11.51611369
ALKBH2		2004.791451	677.7907253	818.5400797	623.941582	681.9600633	825.8272794	637.1709149	821.2677517	748.4323179	1799.96857
RNFT1		927.8933405	780.9136315	931.6087802	685.7299716	1542.439793	587.4787557	729.04207	778.1377166	418.0823078	925.8955409
RELN		842.7477576	6180.323233	4075.305214	5729.35872	2328.225101	778.8289789	15838.38958	631.6753057	121.3088562	209.5932692
FAM111B		1192.03816	184.2110034	305.3821313	209.5959101	1331.054581	151.0659657	424.7806099	530.1400147	772.2608432	77.15796174
APOD		187.7073077	84648.92231	3721.603125	49182.34664	1149.547138	6182.514524	641438.4782	35286.65851	98.56344563	991.5373889
H1-0		7924.344587	13746.19526	15058.43155	8170.605881	53497.63818	17295.37457	17897.09374	18293.42468	19629.28929	9892.341662
LITAF		1981.569928	26851.61827	10261.22617	14588.11765	7884.743076	16905.96008	22801.828	8480.443151	14596.05487	2517.422453
TMEM120A		810.818164	1756.614975	1249.5541	6796.722864	577.387874	3365.973518	1075.781591	1416.102819	753.8478919	780.7925084
ARID2		1499.723334	1654.373461	2117.380537	900.1720299	3001.221834	1002.63041	1720.855401	1797.983338	2709.953197	2356.196861
SF3B3		14904.34725	7580.855694	5955.917959	4741.956023	8973.787733	6334.699497	10497.02037	9147.16161	24580.20698	10680.04384
IL1RAPL2		0	400.1521317	54.11835238	6.057685262	180.0135545	0	0.987861884	22.46355995	2.166229574	89.8256868
BLOC1S3		1194.94085	985.3966592	497.6955621	926.825845	726.7767159	828.0652937	912.7843804	395.3586551	396.4200121	1272.530563
SP6		30.96203013	48.47657983	132.3966835	76.3268343	2598.618905	25.73716453	58.28385113	992.8893496	199.2931208	275.2351173
ANKRD34B		0.967563442	0	15.46238639	3.634611157	17.92666103	450.9598829	0	4.492711989	5.415573936	0
PLAC9		361.8687272	1334.428034	1347.160415	212.0189842	2095.178508	380.4624322	505.7852844	2011.836429	113.7270527	236.0803307
NKAPL		2.902690325	22.03480902	5.798394898	10.90383347	18.67360524	93.99660091	62.23529866	401.6484518	9.748033084	84.06762996
UBE2Q2P1		289.301469	59.93468052	227.1038002	21.80766694	104.5721893	98.47262952	31.61158027	133.8828173	56.32196893	50.67090025
CLDN4		246.7286776	77.56252774	424.2492267	215.6535953	63.49025781	25.73716453	28.64799462	358.5184167	1593.261852	46.06445477
ZNF573		88.04827318	32.61151734	122.732692	18.17305578	76.18830937	61.54539345	80.01681257	173.4186828	42.2414767	208.4416578
FAM47E		15.48101507	81.08809718	198.1118257	21.80766694	20.16749366	218.206395	111.6283928	155.4478348	59.57131329	20.72900465
JPT1		5480.279333	3424.209321	1251.486899	4594.148502	4562.335232	2353.272044	2901.350352	2772.003297	9412.2675	14414.71951
ZNF527		542.8030907	118.1065763	550.8475153	245.9420216	380.1946027	320.0360459	256.8440897	561.5889987	323.8513214	986.9309434
S100A13		3434.850218	1478.976381	2211.121254	2788.958294	1318.35653	2995.58215	1818.653728	2978.668049	2826.929594	1401.511036
ZNF33A		2105.418049	751.8276836	1427.371544	554.88397	1022.566623	1821.743646	912.7843804	1128.569252	1608.425459	3839.472305
KRT77		0	0	0.96639915	0	302.5124049	0	0	3.594169591	0	3.454834108
PCDH18		6567.820641	304.0803644	7305.011172	424.0379683	6052.48893	239.4675309	2065.619198	5292.414723	561.0534597	13688.05273
DCAF8L2		0	0	0	1.211537052	0	0	0	1.797084796	256.6982046	0
ZNF600		384.1226863	371.0661838	223.2382036	279.8650591	250.2263102	523.6953479	357.6060018	221.0414299	197.1268913	142.7998098
BTBD8		25.15664948	17.62784721	9.663991496	3.634611157	17.92666103	13.42808584	25.68440897	20.66647515	16.24672181	13.81933643
MAOA		566.0246133	371.9475762	509.2923519	196.2690025	17.92666103	461.0309473	110.640531	70.08630703	1116.691346	153.1643121
PAX8-AS1		114.1724861	2145.309006	91.80791921	117.5190941	30.62471259	393.8905181	2225.652824	1664.100521	404.0018156	778.4892856
C15orf61		791.4668952	400.1521317	586.6042838	497.9417285	890.3574978	238.3485237	265.7348467	477.1260133	413.7498487	392.6994769
NUGGC		21.28639571	7.932531246	2.899197449	3.634611157	0.74694421	8.952057229	8.890756952	3.594169591	45.49082106	4.606445477
LINC00943		30.96203013	45.83240275	28.02557534	36.34611157	90.38024936	2.238014307	14.81792825	42.2314927	356.344765	2.303222739
TSPYL1		4420.797365	3665.710828	6310.586447	1657.382688	7069.826943	3841.551558	3804.256113	4435.205276	2569.148275	2744.289893
PNRC2		2626.934744	2872.457703	2640.202477	1501.094408	3109.528744	2417.055452	2898.386766	1581.43462	2452.171878	5101.638366
DRICH1		5.80538065	5.288354164	17.39518469	8.480759366	10.45721893	11.19007154	7.902895068	28.75335673	2.166229574	12.66772506
LINC01164		0	0	1.932798299	0	16.43277261	0	0	1.797084796	0	74.854739
FHIT		91.91852695	188.6179652	173.9518469	135.6921499	1354.956796	417.3896683	247.9533328	283.0408553	95.31410127	211.8964919
ALKAL2		7.740507533	4.406961803	283.1549508	2.423074105	74.69442095	5.595035768	38.52661346	104.2309182	145.1373815	42.60962066
ZKSCAN3		325.1013164	220.3480902	453.2412012	163.5575021	333.1371175	304.3699458	330.933731	566.9802531	220.9554166	635.6894758
RRP7A		3785.108183	3323.730592	1174.174967	5133.282491	1801.629433	3022.438322	1959.917977	1084.540674	3719.416179	1604.194637
LIN54		1552.939324	951.9037495	1001.189519	764.47988	1691.828635	580.7647127	1063.927249	1055.787317	1261.828727	1670.988097
LOC441239		22.25395916	1.762784721	3.865596598	0	5.228609467	5.595035768	0	16.17376316	6.498688723	0
FAM53B		1282.989124	6192.662726	1539.473845	6657.396103	1352.715963	8323.175209	5043.034915	1679.375742	1933.359895	2245.64217
FAM180A		2363.757488	38.78126387	3487.734531	55.73070441	14.19193998	8.952057229	51.36881794	77.27464622	1452.45693	0
S100A14		1.935126883	77.56252774	28.02557534	29.07688926	32.86554522	60.4263863	5.927171301	10.78250877	538.3080492	2.303222739
KAZN		1787.089677	801.1856558	1790.737624	592.4416186	1212.290452	200.3022805	259.8076754	1132.163421	216.6229574	811.8860153
SLC35E2B		2952.03606	2240.499381	2533.89857	1756.728726	3997.645409	2157.445792	1232.851631	2258.037046	2761.942707	3948.875385
RPS2P46		307.6851744	210.6527742	93.74071751	800.8259916	91.87413777	149.9469586	605.5593346	185.099734	168.9659068	204.9868237
TOGARAM2		14.51345162	28.20455554	19.32798299	121.1537052	2.987776838	59.30737914	86.93184575	44.0285775	180.8801695	56.42895709
NEMP2		284.4636518	520.0214928	847.5320542	661.4992306	986.7133008	287.5848385	643.0980862	541.8210659	464.6562437	293.6608992
ALG1L		1.935126883	7.051138885	8.697592347	61.78838967	33.61248943	32.45120746	16.79365202	12.57959357	2.166229574	63.33862531
KIAA0408		11.6107613	14.98367013	19.32798299	0	9.710274724	13.42808584	6.915033185	3.594169591	12.99737745	5.758056846
GSPT2		816.6235447	1019.770961	1060.139867	896.5374187	1413.965389	900.8007587	906.8572091	1345.11797	824.250353	674.8442624
C8orf76		514.7437509	289.0966943	406.854042	608.1916003	454.8890236	219.3254021	288.45567	301.0117033	423.4978818	933.9568205
CXCL17		0.967563442	0	12.56318895	0	2.240832629	0	0	0	1797.970547	0
OR7E12P		15.48101507	1.762784721	2.899197449	0	0	30.21319315	2.963585651	5.391254387	12.99737745	0
HMGB1		12277.41251	9690.909005	7053.747393	9373.662174	18813.28381	11528.0117	11026.51434	10079.84862	20946.35687	15597.42439
MMP23B		1.935126883	0	4.831995748	0	14.19193998	1.119007154	1.975723767	9.883966377	24.9116401	9.212890954
SH2D5		17.41614195	4.406961803	30.92477279	36.34611157	14.93888419	7.833050075	1.975723767	41.3329503	180.8801695	33.39672971
SPATA41		4.837817208	9.695315967	95.67351581	26.65381515	171.7971682	8.952057229	4.939309418	397.1557399	57.40508372	76.00635037
ZFP92		23.2215226	154.2436631	206.809418	49.67301915	232.2996492	43.64127899	67.17460808	112.3177997	63.90377244	300.5705674
NCR1		0	7.932531246	5.798394898	15.74998168	0.74694421	8.952057229	10.86648072	3.594169591	16.24672181	2.303222739
RASSF10		2.902690325	1.762784721	8.697592347	48.46148209	10.45721893	13.42808584	11.8543426	26.95627194	11.91426266	2.303222739
OR2L13		3.870253766	23.79759374	0	8.480759366	5.975553676	250.6576024	0	4.492711989	8.664918297	0
BLOC1S2		1867.397442	5357.102768	1247.621302	3284.476949	1562.607286	3925.477095	3785.486738	1586.825875	1764.393988	1239.133833
SYCP2		98.69147104	65.22303469	1174.174967	92.07681598	878.4063904	78.33050075	448.4892951	221.0414299	662.8662497	2413.77743
ZNF724		133.5237549	14.98367013	81.17752857	4.846148209	59.00859255	10.07106438	29.63585651	54.81108627	64.98688723	263.7190036
IL1RAP		387.0253766	29502.84649	1237.957311	3735.168732	10028.47296	1027.248567	7554.179823	5531.427001	5685.269518	1174.643597
PTPRT		3324.547985	10.57670833	2792.893542	0	1127.885756	0	0.987861884	69.18776464	108.3114787	13.81933643
MYBPC1		4.837817208	47.59518747	12.56318895	439.78795	0.74694421	4.476028615	5.927171301	0.898542398	1.083114787	2.303222739
PAX5		0	133.0902465	17.39518469	0	102.3313567	3.357021461	3.951447534	29.65189913	15.16360702	21.88061602
SPOCK3		1.935126883	187.7365728	45.42076003	15.74998168	549.003994	2.238014307	2.963585651	239.9108202	134.3062336	8.061279585
ZNF676		8.708070974	0	1.932798299	0	4.481665257	5.595035768	0.987861884	8.086881581	1.083114787	46.06445477
ZNF699		735.3482156	148.9553089	305.3821313	13.32690758	116.5232967	63.78340776	217.3296144	186.8968188	263.1968933	165.8320372
TDRD7		510.8734972	1801.565985	478.3675791	1152.171737	280.8510228	2109.328485	1501.550063	689.1820192	823.1672382	259.1125581
CCDC189		45.47548175	29.0859479	15.46238639	242.3074105	40.33498732	99.59163667	73.10177938	43.1300351	88.81541255	47.21606614
KIAA0895L		1601.317496	529.7168087	1604.222588	556.095507	1506.586471	1178.314533	832.7675678	1390.04509	1791.471858	1892.09748
HLA-DRB1		13952.26483	124152.9279	10049.58476	123502.8756	4498.09803	97164.51016	160815.0239	16951.90088	29750.99697	5432.150829
MYT1		0	23.79759374	54.11835238	42.40379683	231.552705	11.19007154	5.927171301	32.34752632	1.083114787	28.79028423
SERPINA3		1.935126883	125.1577152	0	180.5190208	0	998.154381	261.7833991	13.47813597	34.65967319	0
AKR1C3		2130.574698	449.5101039	3003.568557	713.5953238	38.8410989	100.7106438	602.595749	832.9488028	877.3229776	902.8633135
SPATS2L		5305.15035	4974.578483	5600.283072	8128.202084	9682.637788	4376.436978	7097.787633	5459.543609	6926.519064	2721.257666
ZNF250		1332.334859	458.3240275	1078.501451	514.9032472	1432.638994	681.4753566	416.8777148	1059.381487	708.3570708	1340.475634
WDSUB1		550.5435983	472.4263053	568.2427	499.1532656	403.3498732	371.510375	242.0261615	453.7639109	271.8618116	282.1447855
ZNF79		517.6464412	333.1663123	375.9292692	443.4225612	290.5612975	330.1071103	446.5135714	245.3020746	283.7760742	234.9287193
S100A4		2836.896011	8356.480971	14042.74604	29910.42675	1956.246885	8245.963715	7334.874485	6728.285475	6097.936252	2136.23909
PLEKHG4		3175.543215	1731.935989	5623.476652	300.461189	4786.418495	774.3529503	1492.659306	2993.94327	1975.601372	5507.005568
FAT4		3466.779811	296.1478332	6954.208281	10.90383347	7902.669737	156.6610015	421.8170243	3887.992956	592.4637886	2698.225438
COLCA1		5.80538065	7.051138885	383.6604624	410.7110607	19.42054945	3.357021461	7.902895068	146.4624109	126.7244301	1.151611369
KIF19		0	44.95101039	10.63039065	287.1342814	22.40832629	31.3322003	654.9524288	16.17376316	38.99213234	8.061279585
ZNF681		298.9771035	52.00214928	76.34553282	19.38459284	70.2127557	154.4229872	67.17460808	388.1703159	157.0516441	1302.472459
ACADSB		477.0087767	1820.956617	1742.417667	597.2877668	1894.250515	2352.153037	549.2512072	1718.911607	798.2555981	343.180188
STK40		2993.641288	10393.37872	1896.075132	6985.722644	1601.448385	3263.02486	6627.565377	1953.431173	2210.637281	5528.886184
RPS2P4		7.740507533	8.813923606	0.96639915	3.634611157	5.975553676	3.357021461	11.8543426	15.27522076	8.664918297	8.061279585
TMEM63A		1601.317496	1235.71209	2116.414138	971.652716	603.5309213	3179.099323	1530.198058	1084.540674	1182.761348	712.8474376
CTSE		0.967563442	1.762784721	78.27833112	3.634611157	2.987776838	1.119007154	4.939309418	0.898542398	8564.188622	2.303222739
SEMA4A		235.1179163	1174.014624	308.2813287	783.8644729	439.2031952	909.7528159	1065.902972	456.4595381	1239.083316	287.9028423
HRCT1		33.86472046	52.00214928	52.18555408	156.2882798	79.92303042	335.7021461	170.9001059	184.2011916	123.4750857	20.72900465
MPHOSPH8		5244.193853	3133.349842	1982.084656	2157.74749	2456.699505	2991.106122	2998.160817	1905.808426	6154.258221	3297.06335
RNF216P1		1737.743941	808.2367947	822.4056763	676.0376752	1647.758926	816.8752222	651.9888431	1029.729588	1220.670365	1484.427055
GREB1		114.1724861	1359.10702	107.2703056	468.8648393	463.8523541	74.97347929	713.2362799	815.8764973	36.82590276	2482.874112
SIRPB2		157.712841	1050.619694	40.58876428	1221.229349	56.02081572	736.3067071	722.1270369	89.85423979	330.3500101	84.06762996
ZNF766		1848.046173	1245.407406	613.66346	728.1337685	528.8365004	826.9462865	960.2017508	736.8047663	1069.034295	1301.320847
RYR1		97.7239076	2295.145707	124.6654903	868.6720665	138.1846788	1978.404648	1072.818006	3305.737482	140.8049223	5804.121301
SRGAP3		132.5561915	812.6437565	1497.918682	631.2108043	4945.517611	1693.057823	679.6489759	1291.205426	140.8049223	690.9668216
FAM217B		1087.541308	1063.840579	1482.456296	426.4610424	3305.228127	982.4882809	1021.449188	1734.186828	1069.034295	4700.877609
TUBB		79611.11997	21190.43513	28373.47903	36526.63059	45586.75205	30887.95446	34074.31995	48269.69761	110588.186	85033.83189
