ensembl	fca51e84-4783-4e3a-b4a0-85371ce84e43.htseq.counts	cb9beb00-4b21-454f-a865-726bd8120d46.htseq.counts	c1b63308-8e44-46e6-9d83-10e4f69898ff.htseq.counts	6b765cb3-2593-4776-bdfa-a560bc79ff52.htseq.counts	be630f1e-165e-45b7-b4f8-e80ac3ebe323.htseq.counts	d6b51a36-7ce9-4044-809b-e48e9213abd8.htseq.counts	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.htseq.counts	17fd8633-6271-45f3-9e8a-60d093be9e6b.htseq.counts	23758664-22b8-4bc5-9a03-061619380b20.htseq.counts	44db1348-8a8c-4ef2-99e9-e5a13a9c81ec.htseq.counts
ENSG00000257962	1	0	0	0	0	0	0	0	0	0
ENSG00000257964	7	0	1	0	0	1	1	1	11	4
ENSG00000257966	3	5	2	4	2	0	1	1	2	11
ENSG00000257976	0	0	1	1	0	0	0	1	0	0
ENSG00000257979	0	0	0	0	0	0	0	0	0	0
ENSG00000257985	0	0	0	4	3	0	1	0	0	0
ENSG00000257986	0	0	0	0	0	0	1	0	0	0
ENSG00000257987	0	0	0	0	0	0	0	0	0	2
ENSG00000257989	0	0	1	1	0	0	0	0	0	0
ENSG00000257991	0	0	0	0	0	0	0	0	0	0
ENSG00000257994	0	0	0	0	0	0	0	0	0	0
ENSG00000257995	0	0	0	0	0	0	0	0	0	0
ENSG00000257997	0	0	0	0	0	0	0	0	0	0
ENSG00000257998	0	0	0	0	0	0	0	0	0	0
ENSG00000257999	4	1	3	4	15	0	11	0	10	0
ENSG00000258001	5	0	0	0	0	0	3	1	4	1
ENSG00000258007	0	0	0	0	0	0	0	0	0	0
ENSG00000258010	0	0	0	1	0	0	0	1	0	16
ENSG00000258011	4	0	1	3	2	1	2	2	2	0
ENSG00000258012	2	0	1	0	0	0	0	1	1	0
ENSG00000258013	1	0	0	0	1	1	0	2	0	0
ENSG00000258016	1	0	0	2	0	0	0	2	1	2
ENSG00000258017	38	11	15	38	41	27	62	28	36	193
ENSG00000258018	0	0	0	1	1	0	0	0	0	0
ENSG00000258021	0	0	0	0	0	0	0	0	0	2
ENSG00000258024	2	6	2	1	3	0	5	0	1	0
ENSG00000258026	0	0	0	0	0	0	0	0	0	3
ENSG00000258027	0	0	0	0	0	0	0	0	0	0
ENSG00000258028	60	0	0	1	0	0	0	0	0	4
ENSG00000258033	1	0	1	0	0	1	1	0	0	0
ENSG00000258034	3	1	0	0	0	1	4	0	6	0
ENSG00000258035	0	0	0	0	1	0	0	0	1	0
ENSG00000258036	0	0	0	0	0	0	0	0	0	0
ENSG00000258038	73	0	0	0	0	0	0	0	0	3
ENSG00000258039	0	0	0	0	0	0	0	0	0	0
ENSG00000258044	1	0	0	0	0	0	0	0	3	0
ENSG00000258045	16	37	19	20	32	12	18	32	5	177
ENSG00000258048	2	0	4	1	1	2	2	1	10	0
ENSG00000258050	1	0	0	1	0	0	0	0	0	0
ENSG00000258051	0	0	0	1	0	0	0	0	0	0
ENSG00000258052	0	0	0	0	0	0	0	0	0	0
ENSG00000258053	0	0	0	0	0	0	0	0	0	0
ENSG00000258056	856	342	557	531	745	647	675	729	469	391
ENSG00000258057	203	65	39	124	84	170	87	73	229	27
ENSG00000258064	0	0	0	0	0	0	0	0	0	0
ENSG00000258065	13	0	0	1	0	0	0	0	0	0
ENSG00000258066	0	0	0	0	3	0	0	0	0	4
ENSG00000258068	0	5	0	0	1	0	1	1	0	0
ENSG00000258071	0	0	0	0	0	0	0	0	0	0
ENSG00000258072	0	0	1	0	0	0	0	0	0	0
ENSG00000258073	0	0	0	0	1	0	0	1	0	0
ENSG00000258074	0	0	0	2	0	0	0	0	0	0
ENSG00000258076	0	0	0	0	0	0	0	0	0	0
ENSG00000258077	1	16	1	0	0	3	0	9	1	0
ENSG00000258080	0	0	0	0	0	0	0	0	0	0
ENSG00000258081	0	0	0	0	0	0	0	14	1	0
ENSG00000258082	0	0	0	0	0	1	1	1	1	1
ENSG00000258083	0	0	0	2	0	0	0	0	0	0
ENSG00000258084	0	0	3	1	0	0	0	0	0	3
ENSG00000258086	3	0	0	1	3	0	1	0	4	0
ENSG00000258088	0	4	0	0	0	1	0	0	0	0
ENSG00000258090	4	6	0	1	2	7	1	8	5	2
ENSG00000258091	0	0	0	0	0	0	0	0	0	0
ENSG00000258092	3	3	2	0	0	5	1	1	5	0
ENSG00000258096	0	0	0	2	1	2	0	0	5	5
ENSG00000258098	0	0	0	0	0	0	0	0	0	0
ENSG00000258099	13	7	6	14	9	7	9	18	6	6
ENSG00000258100	197	3	4	0	13	8	2	0	4	0
ENSG00000258101	42	39	58	28	37	26	45	23	24	16
ENSG00000258102	69	48	26	46	135	91	51	175	113	22
ENSG00000258104	0	0	0	0	1	0	0	0	1	0
ENSG00000258107	0	0	0	2	0	0	0	0	0	0
ENSG00000258108	1	1	0	0	0	0	0	0	0	0
ENSG00000258111	0	0	1	0	1	0	0	2	0	3
ENSG00000258112	0	0	0	0	1	2	0	0	0	0
ENSG00000258114	0	0	0	0	0	0	0	0	0	0
ENSG00000258115	0	0	0	2	0	0	0	0	0	0
ENSG00000258116	0	0	0	1	0	0	0	0	0	0
ENSG00000258117	0	0	0	0	0	0	0	1	2	0
ENSG00000258118	1	0	1	0	0	2	0	0	0	0
ENSG00000258119	0	0	0	0	0	0	0	0	0	0
ENSG00000258120	0	0	0	1	0	0	0	0	0	0
ENSG00000258121	0	0	0	0	0	0	0	0	1	0
ENSG00000258122	3	1	2	4	0	2	1	2	2	12
ENSG00000258123	0	0	0	0	0	0	0	0	0	0
ENSG00000258125	0	0	0	0	0	0	0	0	0	0
ENSG00000258128	1	2	21	1	0	215	0	4	2	10
ENSG00000258130	0	0	1	4	2	3	3	4	1	3
ENSG00000258131	2	0	2	0	0	0	0	0	13	0
ENSG00000258133	0	0	0	0	1	0	0	0	0	0
ENSG00000258134	0	0	0	0	0	0	0	0	0	0
ENSG00000258135	0	0	0	2	0	0	0	0	0	0
ENSG00000258136	16	6	3	2	1	15	7	5	28	7
ENSG00000258137	0	0	0	4	1	2	1	4	2	1
ENSG00000258140	0	0	0	0	0	0	0	0	0	0
ENSG00000258142	0	0	0	0	0	0	0	0	0	0
ENSG00000258144	0	0	1	0	0	0	0	1	0	0
ENSG00000258148	2	0	0	0	0	0	0	0	0	0
ENSG00000258150	0	1	0	0	0	0	0	0	1	0
ENSG00000258153	1	0	1	1	0	0	0	6	0	0
ENSG00000258154	0	0	0	0	0	0	0	0	0	0
ENSG00000258159	0	0	0	0	0	0	0	1	0	0
ENSG00000258162	0	0	0	0	1	0	0	0	0	4
ENSG00000258167	0	0	0	0	0	0	0	0	0	0
ENSG00000258168	3	3	0	5	28	8	8	4	12	10
ENSG00000258169	0	0	0	0	0	0	0	0	0	2
ENSG00000258170	0	0	0	0	0	0	0	0	0	0
ENSG00000258171	0	0	1	1	4	0	2	0	1	0
ENSG00000258172	6	1	0	5	2	7	2	2	7	0
ENSG00000258173	0	0	0	0	0	0	0	0	0	0
ENSG00000258175	0	0	0	0	0	0	0	0	0	0
ENSG00000258177	2	0	0	1	0	4	2	2	3	2
ENSG00000258178	0	0	0	0	0	0	0	0	0	0
ENSG00000258179	0	0	0	0	0	0	0	0	0	0
ENSG00000258181	1	1	3	1	4	2	0	1	4	0
ENSG00000258183	1	0	0	0	0	0	0	1	0	0
ENSG00000258184	0	0	0	0	0	0	0	0	0	0
ENSG00000258185	0	0	0	0	0	0	0	0	0	0
ENSG00000258186	0	0	0	0	0	0	0	0	0	0
ENSG00000258193	0	0	0	0	0	0	0	0	0	0
ENSG00000258196	0	0	0	0	0	0	0	0	0	1
ENSG00000258197	0	0	0	0	0	0	0	0	0	0
ENSG00000258199	159	554	390	662	304	237	280	475	188	716
ENSG00000258202	0	0	1	0	0	0	0	0	0	0
ENSG00000258203	22	11	8	12	20	14	20	14	8	0
ENSG00000258204	1	0	0	0	0	0	0	2	0	1
ENSG00000258205	0	0	0	0	0	0	0	0	0	0
ENSG00000258206	0	0	0	0	0	0	0	0	0	0
ENSG00000258210	11	7	2	0	8	20	10	1	32	0
ENSG00000258212	0	0	0	0	0	0	0	0	0	0
ENSG00000258214	0	0	0	0	0	0	0	0	0	1
ENSG00000258215	0	0	0	0	0	0	0	0	0	0
ENSG00000258216	4	0	2	0	0	0	0	1	0	0
ENSG00000258220	0	0	0	1	0	0	0	0	0	0
ENSG00000258223	0	0	0	0	0	0	0	0	1	0
ENSG00000258224	0	0	0	0	0	0	0	0	0	0
ENSG00000258225	0	0	0	0	0	0	0	1	0	0
ENSG00000258227	12	1	1	20	176	19	1	125	20	0
ENSG00000258230	7	0	0	0	3	2	2	1	5	0
ENSG00000258231	12	0	2	2	12	2	7	1	2	4
ENSG00000258232	0	0	0	0	0	0	0	0	0	0
ENSG00000258233	0	0	0	0	0	0	0	0	0	0
ENSG00000258234	0	0	0	0	0	0	0	0	1	0
ENSG00000258235	0	0	0	0	0	0	0	0	0	0
ENSG00000258239	0	0	0	0	0	0	0	0	0	0
ENSG00000258240	0	0	0	0	5	1	1	2	0	0
ENSG00000258244	0	0	0	0	0	0	0	0	0	0
ENSG00000258245	3	2	1	3	4	6	1	15	6	0
ENSG00000258247	1	0	0	0	0	0	0	0	0	0
ENSG00000258249	2	5	2	2	2	3	7	32	7	2
ENSG00000258251	0	0	0	0	0	0	0	0	0	0
ENSG00000258253	0	0	0	0	0	0	0	0	0	0
ENSG00000258254	0	0	0	1	0	0	0	0	0	0
ENSG00000258256	0	3	6	1	2	2	3	1	1	13
ENSG00000258260	5	2	0	2	1	1	0	2	0	0
ENSG00000258262	0	0	0	2	0	1	0	0	1	0
ENSG00000258265	0	0	0	0	0	0	0	0	0	0
ENSG00000258268	0	0	0	1	2	0	1	0	0	0
ENSG00000258271	0	0	0	0	0	1	0	0	0	0
ENSG00000258272	0	0	0	0	0	0	2	0	0	0
ENSG00000258273	0	1	4	0	0	2	0	0	0	0
ENSG00000258274	5	1	0	1	3	1	8	0	0	0
ENSG00000258275	0	0	0	0	0	0	0	0	0	0
ENSG00000258278	0	0	0	1	0	0	0	0	0	0
ENSG00000258279	9	54	17	3	16	9	6	60	7	76
ENSG00000258280	0	0	0	0	0	0	0	0	0	0
ENSG00000258282	1	1	2	1	0	5	0	3	0	0
ENSG00000258283	0	0	0	0	0	0	0	0	0	0
ENSG00000258284	4	3	0	1	2	5	3	1	7	0
ENSG00000258285	0	0	0	0	0	0	0	1	0	0
ENSG00000258288	0	0	0	0	0	0	0	1	0	0
ENSG00000258289	3558	1615	1130	1092	2644	2726	4056	3707	4680	595
ENSG00000258290	0	0	0	0	0	0	0	0	0	0
ENSG00000258292	0	1	0	0	0	0	0	0	0	0
ENSG00000258294	0	0	1	0	0	0	0	0	0	0
ENSG00000258297	771	557	636	478	409	797	397	881	1070	261
ENSG00000258300	4	0	0	0	0	0	0	1	0	0
ENSG00000258301	57	36	36	56	41	68	82	57	62	62
ENSG00000258302	32	27	19	21	12	16	15	18	34	9
ENSG00000258303	1	0	1	1	1	0	0	1	1	2
ENSG00000258304	0	0	0	0	0	0	0	0	0	0
ENSG00000258308	1	3	0	1	2	0	0	0	1	0
ENSG00000258311	104	59	65	63	129	163	94	66	118	10
ENSG00000258312	0	0	2	0	0	0	0	1	0	0
ENSG00000258313	0	0	0	0	0	0	0	0	0	0
ENSG00000258314	1	0	0	0	0	0	1	1	0	0
ENSG00000258315	247	115	122	173	191	293	252	439	198	54
ENSG00000258316	0	0	1	1	0	0	0	0	0	3
ENSG00000258317	14	1	3	1	10	13	6	10	24	0
ENSG00000258320	0	0	0	2	0	0	0	0	0	5
ENSG00000258323	0	0	1	1	0	1	0	1	0	3
ENSG00000258324	0	0	0	0	0	0	0	0	0	0
ENSG00000258325	21	12	12	16	14	6	12	8	22	16
ENSG00000258331	2	10	0	0	20	0	0	2	1	0
ENSG00000258332	0	0	0	0	0	0	0	0	0	0
ENSG00000258334	33	61	5	14	9	21	4	22	13	7
ENSG00000258336	1	0	0	0	0	0	0	0	0	0
ENSG00000258337	0	0	2	1	0	0	0	1	0	0
ENSG00000258338	0	0	0	0	0	0	0	0	0	0
ENSG00000258342	0	0	0	0	0	0	0	0	0	0
ENSG00000258343	1	8	1	1	2	0	0	0	1	3
ENSG00000258344	6	1	1	0	1	5	1	2	12	0
ENSG00000258345	1	0	0	0	0	0	0	1	0	0
ENSG00000258346	0	0	0	2	0	0	0	0	0	0
ENSG00000258350	0	0	0	0	0	0	0	0	0	0
ENSG00000258352	0	0	0	3	2	1	2	3	1	0
ENSG00000258354	2	9	1	1	1	1	2	1	1	3
ENSG00000258355	1	0	1	2	0	1	2	1	5	0
ENSG00000258357	0	2	1	1	2	3	1	3	1	0
ENSG00000258358	0	0	0	0	1	0	0	0	0	0
ENSG00000258359	5	10	1	6	6	10	9	5	9	0
ENSG00000258360	0	0	0	0	0	0	0	0	0	0
ENSG00000258364	0	0	0	0	0	0	0	0	0	0
ENSG00000258365	39	31	21	57	55	63	27	97	53	9
ENSG00000258366	111	26	14	9	29	75	92	29	193	2
ENSG00000258367	0	0	0	0	0	0	0	0	0	0
ENSG00000258368	0	0	0	0	0	0	0	0	0	0
ENSG00000258369	0	0	0	0	0	0	0	0	0	0
ENSG00000258373	0	1	1	1	0	0	0	3	0	0
ENSG00000258375	0	0	0	0	0	0	0	0	0	0
ENSG00000258376	47	55	124	8	82	32	188	73	120	49
ENSG00000258377	0	0	0	0	0	0	0	0	0	0
ENSG00000258378	8	9	13	14	9	7	5	7	8	1
ENSG00000258379	0	0	0	0	0	0	0	0	0	0
ENSG00000258380	0	0	0	1	0	1	0	0	0	0
ENSG00000258381	0	0	0	0	0	0	0	0	0	0
ENSG00000258383	0	0	0	0	0	0	0	0	0	0
ENSG00000258384	14	12	12	13	12	18	5	14	6	18
ENSG00000258385	2	0	0	0	1	0	0	1	0	0
ENSG00000258386	0	0	0	0	0	0	0	0	0	0
ENSG00000258387	0	0	0	0	0	0	0	0	0	1
ENSG00000258388	185	95	78	49	84	184	174	153	245	62
ENSG00000258390	0	0	0	1	0	0	0	0	0	0
ENSG00000258392	0	0	0	0	0	0	0	0	0	0
ENSG00000258393	1	0	0	0	0	1	0	0	0	0
ENSG00000258394	0	0	2	0	0	0	0	0	0	1
ENSG00000258397	0	0	0	2	0	0	0	0	0	2
ENSG00000258399	268	159	283	286	69	389	491	325	266	98
ENSG00000258400	4	0	1	2	0	0	1	1	2	0
ENSG00000258401	0	0	0	0	0	1	0	1	0	0
ENSG00000258402	0	0	0	0	1	0	0	0	0	0
ENSG00000258404	0	0	0	0	2	3	0	0	0	0
ENSG00000258405	195	32	19	17	24	63	32	28	95	1
ENSG00000258406	0	0	0	0	0	0	0	0	0	0
ENSG00000258407	0	0	0	0	0	0	0	0	0	0
ENSG00000258408	2	18	3	1	1	0	1	0	2	0
ENSG00000258410	0	0	0	0	0	0	0	0	0	0
ENSG00000258411	0	0	0	0	0	0	0	0	0	0
ENSG00000258412	0	0	0	0	0	0	0	0	0	0
ENSG00000258413	1	1	2	0	1	0	2	1	3	0
ENSG00000258414	4	4	2	1	2	8	1	4	4	3
ENSG00000258415	0	0	0	0	0	0	0	0	0	0
ENSG00000258416	6	14	2	7	0	1	3	8	1	4
ENSG00000258417	0	0	0	1	0	0	1	0	0	0
ENSG00000258418	2	1	1	0	0	0	0	0	1	0
ENSG00000258419	0	0	0	1	0	0	0	0	0	2
ENSG00000258420	0	0	0	0	0	0	0	0	0	0
ENSG00000258421	0	0	0	0	0	0	0	0	0	0
ENSG00000258422	14	0	0	0	10	0	0	0	0	1
ENSG00000258423	0	0	0	0	0	0	0	0	0	2
ENSG00000258424	14	3	4	2	8	13	18	6	29	0
ENSG00000258425	1	1	0	0	4	0	0	1	3	0
ENSG00000258426	0	0	0	0	0	0	0	0	0	0
ENSG00000258427	7	5	4	10	9	20	4	45	10	8
ENSG00000258428	3	1	1	1	0	0	0	0	5	0
ENSG00000258429	129	76	34	93	86	138	56	221	121	23
ENSG00000258430	0	0	0	0	0	0	0	0	0	0
ENSG00000258431	0	0	0	0	0	0	0	0	0	0
ENSG00000258433	0	0	0	0	1	0	0	0	0	0
ENSG00000258435	5	1	8	6	3	2	1	2	0	9
ENSG00000258436	0	0	0	0	0	0	0	0	0	0
ENSG00000258437	0	0	0	1	1	0	0	0	0	0
ENSG00000258438	0	0	0	0	0	0	0	0	0	5
ENSG00000258439	1	0	0	0	1	2	2	0	1	0
ENSG00000258440	0	0	1	0	0	0	0	0	0	0
ENSG00000258441	2726	758	371	586	660	1989	950	998	1681	227
ENSG00000258443	9	9	6	3	7	7	7	10	11	0
ENSG00000258444	0	0	0	0	35	0	0	0	0	0
ENSG00000258445	0	0	0	0	0	1	0	1	0	1
ENSG00000258446	2	5	1	0	0	2	1	5	0	9
ENSG00000258448	0	0	0	0	1	0	0	0	1	0
ENSG00000258449	1	1	0	0	0	0	0	0	0	0
ENSG00000258450	14	0	0	0	4	8	3	0	15	0
ENSG00000258451	0	3	0	0	0	0	2	0	7	0
ENSG00000258452	0	0	0	1	0	0	0	0	0	0
ENSG00000258453	0	0	0	1	0	0	0	0	0	1
ENSG00000258454	1	1	2	0	8	3	1	5	7	1
ENSG00000258455	0	0	0	0	1	0	0	0	0	2
ENSG00000258456	0	0	0	0	0	0	0	0	0	0
ENSG00000258457	135	41	87	42	40	61	90	55	95	111
ENSG00000258458	18	10	8	3	5	14	9	6	13	15
ENSG00000258459	0	0	0	0	0	0	0	0	0	0
ENSG00000258460	0	0	0	0	0	0	7	1	27	0
ENSG00000258461	75	16	17	6	62	71	51	19	126	0
ENSG00000258462	0	0	0	0	0	0	0	0	0	0
ENSG00000258463	0	0	0	0	0	0	0	0	0	0
ENSG00000258464	0	0	0	0	0	0	0	0	0	0
ENSG00000258465	7	0	1	1	2	10	3	0	6	0
ENSG00000258466	2	0	2	0	0	2	1	2	3	0
ENSG00000258467	0	0	0	0	0	0	0	0	0	1
ENSG00000258468	0	0	0	1	0	0	0	0	0	1
ENSG00000258469	0	13	9	11	24	12	7	19	2	0
ENSG00000258471	13	19	14	23	11	16	3	16	28	26
ENSG00000258472	121	91	73	79	36	120	48	76	130	45
ENSG00000258473	0	0	0	2	0	0	0	0	0	0
ENSG00000258474	3	1	3	4	0	1	1	5	0	0
ENSG00000258476	1	1	1	0	10	0	32	2	0	13
ENSG00000258477	5	6	2	1	3	8	5	18	1	1
ENSG00000258478	0	0	0	0	0	0	0	0	0	0
ENSG00000258479	0	2	1	4	6	1	2	6	4	9
ENSG00000258480	1	1	0	0	0	0	0	0	1	1
ENSG00000258481	0	0	0	1	0	0	1	0	4	0
ENSG00000258482	0	0	0	0	0	0	0	0	0	0
ENSG00000258483	1	0	0	1	0	0	0	0	0	0
ENSG00000258484	7	299	284	11	42	28	9	11	7	133
ENSG00000258485	3	2	1	0	1	1	0	1	0	0
ENSG00000258486	0	0	0	0	0	0	0	0	0	0
ENSG00000258487	0	0	1	0	0	0	0	0	0	0
ENSG00000258488	0	0	0	0	0	0	0	0	0	0
ENSG00000258489	0	0	0	0	1	0	0	0	1	0
ENSG00000258490	0	0	0	0	0	1	1	0	0	6
ENSG00000258491	0	0	0	0	0	0	0	0	0	4
ENSG00000258493	0	0	0	3	1	1	0	0	0	0
ENSG00000258494	0	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0	0	0	0	0
ENSG00000258497	0	0	0	0	0	0	0	0	0	0
ENSG00000258498	137	130	103	110	146	167	1583	1261	269	477
ENSG00000258499	0	0	0	1	0	0	0	1	0	0
ENSG00000258500	1	0	1	1	0	2	0	0	4	9
ENSG00000258501	4	0	1	5	2	3	0	4	4	0
ENSG00000258502	0	0	0	0	0	1	0	0	0	0
ENSG00000258503	1	0	0	0	0	0	1	0	0	0
ENSG00000258504	0	0	0	0	0	0	0	0	0	0
ENSG00000258505	0	0	0	0	0	0	0	0	0	0
ENSG00000258506	2	0	0	1	0	0	0	1	0	0
ENSG00000258507	10	0	0	0	7	1	5	5	12	4
ENSG00000258509	0	0	1	0	1	0	0	0	0	0
ENSG00000258510	0	0	0	0	0	0	0	0	1	0
ENSG00000258511	0	0	0	0	0	0	0	0	0	0
ENSG00000258512	0	0	1	1	2	0	0	5	2	0
ENSG00000258513	0	0	0	0	0	0	0	0	2	0
ENSG00000258515	38	9	5	0	10	50	24	12	43	0
ENSG00000258516	0	0	0	0	0	0	0	0	0	0
ENSG00000258517	0	0	0	0	0	0	0	0	1	1
ENSG00000258519	0	0	0	0	0	0	0	0	0	0
ENSG00000258520	9	2	1	4	2	6	2	1	11	2
ENSG00000258521	8	1	0	1	0	2	2	0	12	0
ENSG00000258524	4	2	0	0	1	6	0	3	9	3
ENSG00000258525	3	0	1	1	0	4	0	0	2	0
ENSG00000258526	4	2	2	0	0	3	1	0	8	7
ENSG00000258527	5	0	2	0	2	2	0	1	1	1
ENSG00000258529	0	0	0	0	0	0	0	0	0	0
ENSG00000258531	0	1	2	1	0	1	0	2	0	0
ENSG00000258532	0	0	0	0	0	0	0	0	0	0
ENSG00000258534	8	23	136	25	9	7	156	14	56	10
ENSG00000258535	2	2	1	28	4	1	7	10	20	3
ENSG00000258536	0	0	0	0	1	0	0	0	0	0
ENSG00000258537	1	0	0	0	0	0	0	0	0	2
ENSG00000258538	0	0	0	1	0	0	0	0	0	1
ENSG00000258539	36	2	1	0	11	12	23	6	25	0
ENSG00000258540	0	0	0	0	0	0	0	0	0	1
ENSG00000258541	0	0	0	0	0	0	0	0	0	0
ENSG00000258542	0	0	0	0	0	0	0	0	0	0
ENSG00000258544	0	0	0	0	0	0	0	0	0	0
ENSG00000258545	9	38	18	4	35	48	13	7	89	1
ENSG00000258546	0	0	0	0	0	0	0	0	0	3
ENSG00000258548	0	1	1	0	1	0	10	57	0	4
ENSG00000258549	0	0	0	0	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	1	0	0	1	1	4
ENSG00000258551	0	0	0	2	0	0	1	0	1	0
ENSG00000258552	0	0	0	0	0	0	0	0	0	5
ENSG00000258553	4	0	1	1	1	1	3	3	4	4
ENSG00000258554	0	0	0	0	0	0	0	0	0	0
ENSG00000258555	6	1	0	3	0	2	5	11	5	0
ENSG00000258556	0	1	0	0	0	0	1	0	0	4
ENSG00000258557	0	0	0	0	0	0	0	0	0	0
ENSG00000258558	1	3	4	2	3	8	0	2	2	0
ENSG00000258559	73	34	18	10	13	87	59	33	71	0
ENSG00000258560	1	0	0	2	0	4	1	1	0	2
ENSG00000258561	12	6	13	17	10	23	9	28	11	15
ENSG00000258562	0	0	0	0	0	0	0	0	0	0
ENSG00000258563	0	0	0	0	0	0	0	0	0	0
ENSG00000258564	0	0	0	0	0	0	0	0	0	0
ENSG00000258565	1	0	0	0	0	0	0	1	0	3
ENSG00000258566	0	0	0	0	0	1	0	0	0	0
ENSG00000258567	0	0	0	0	0	0	0	0	0	2
ENSG00000258568	21	5	3	1	13	12	8	5	10	1
ENSG00000258569	0	1	0	5	3	6	2	2	6	4
ENSG00000258570	0	0	0	1	0	0	0	0	0	0
ENSG00000258571	0	0	0	0	0	0	1	0	3	0
ENSG00000258572	32	57	20	4	12	17	197	25	8	99
ENSG00000258573	0	0	0	1	0	1	0	0	0	2
ENSG00000258576	1	0	0	0	0	0	0	2	0	0
ENSG00000258577	0	0	0	0	0	0	0	0	0	0
ENSG00000258578	0	0	0	1	1	0	0	0	0	0
ENSG00000258580	0	0	9	0	0	0	0	0	0	0
ENSG00000258581	0	0	3	1	0	0	1	5	1	0
ENSG00000258582	0	0	0	0	0	1	0	0	0	0
ENSG00000258583	52	4	2	6	9	4	17	16	16	0
ENSG00000258584	1	2	3	7	2	11	1	6	20	17
ENSG00000258585	0	0	0	0	0	0	0	0	0	0
ENSG00000258586	2	2	3	5	1	0	0	0	1	0
ENSG00000258587	0	0	0	0	0	0	1	0	1	0
ENSG00000258588	0	0	0	0	0	0	0	0	0	0
ENSG00000258590	6	0	0	1	2	25	9	1	17	3
ENSG00000258591	4	13	13	7	3	12	9	7	2	5
ENSG00000258592	0	0	0	0	0	0	47	0	1	0
ENSG00000258593	1	4	5	2	0	1	3	6	1	8
ENSG00000258594	0	0	0	0	0	0	0	0	0	0
ENSG00000258595	1	0	0	0	0	0	0	0	0	0
ENSG00000258597	0	0	0	0	0	0	0	1	0	0
ENSG00000258598	0	0	0	0	1	0	0	1	0	0
ENSG00000258599	2	8	0	1	0	1	0	1	1	1
ENSG00000258600	0	0	0	0	0	0	0	0	0	0
ENSG00000258601	1	0	0	0	0	0	0	0	0	0
ENSG00000258602	0	0	0	0	1	0	0	0	1	2
ENSG00000258603	3	8	1	0	3	5	2	11	1	1
ENSG00000258604	13	0	0	1	14	2	13	8	3	3
ENSG00000258605	3	0	1	0	2	1	0	1	0	0
ENSG00000258608	0	1	2	1	1	5	2	6	4	1
ENSG00000258609	0	0	0	0	0	0	0	0	0	0
ENSG00000258610	0	0	0	0	0	0	0	0	0	0
ENSG00000258611	15	5	2	0	0	1	16	0	16	0
ENSG00000258613	2	1	1	3	5	9	1	20	5	5
ENSG00000258615	0	1	0	0	0	0	0	0	0	0
ENSG00000258616	0	1	8	0	0	0	0	0	0	0
ENSG00000258618	1	0	0	1	2	2	0	4	0	0
ENSG00000258619	0	0	0	1	0	0	0	0	0	0
ENSG00000258620	1	0	0	0	0	0	0	0	2	0
ENSG00000258622	0	0	0	0	0	0	0	0	0	0
ENSG00000258623	17	2	10	2	7	5	14	7	9	15
ENSG00000258624	0	0	0	0	0	0	0	0	0	0
ENSG00000258625	0	0	0	0	0	0	0	0	0	0
ENSG00000258626	2	1	1	1	1	1	1	0	1	0
ENSG00000258627	0	0	0	0	0	0	0	0	0	0
ENSG00000258628	2	0	1	11	0	1	0	1	2	7
ENSG00000258629	0	0	0	0	0	1	0	0	0	0
ENSG00000258630	0	0	4	1	0	0	1	3	1	2
ENSG00000258631	0	0	1	0	0	0	0	0	0	0
ENSG00000258632	0	0	0	0	0	0	0	0	0	0
ENSG00000258633	8	0	2	4	0	1	0	0	0	0
ENSG00000258634	506	1010	503	551	470	543	1090	685	917	110
ENSG00000258636	101	3	11	0	27	1	0	5	23	1
ENSG00000258637	0	0	0	0	0	0	0	0	0	0
ENSG00000258638	0	0	0	0	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0	0	0	0	0
ENSG00000258640	2	1	1	0	1	5	2	11	2	0
ENSG00000258641	0	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	0	1	0	0	0	0	0	1	0
ENSG00000258643	10	8	3	8	7	31	9	27	23	0
ENSG00000258644	82	16	14	53	27	52	49	46	60	2
ENSG00000258645	2	2	1	3	1	3	6	10	4	4
ENSG00000258646	4	9	5	3	2	12	7	6	14	0
ENSG00000258647	13	5	9	49	7	24	2	32	10	20
ENSG00000258648	0	0	0	2	0	1	0	0	3	0
ENSG00000258649	1	0	0	2	0	0	0	0	0	0
ENSG00000258650	0	0	0	1	0	0	0	0	0	0
ENSG00000258651	0	2	1	2	1	1	0	0	1	3
ENSG00000258652	0	0	0	0	0	0	0	0	0	0
ENSG00000258653	6	0	3	0	1	9	1	2	7	0
ENSG00000258654	14	17	8	10	1	18	18	34	25	81
ENSG00000258655	300	388	560	305	195	268	414	317	397	236
ENSG00000258656	0	0	0	0	0	0	0	0	0	0
ENSG00000258657	2	0	0	1	2	0	0	5	6	2
ENSG00000258658	11	3	1	0	3	5	4	2	5	0
ENSG00000258659	45	9	12	4	19	47	27	14	43	9
ENSG00000258660	0	0	0	0	0	0	0	0	0	0
ENSG00000258661	266	2	0	0	4	0	1	1	4	0
ENSG00000258662	0	0	0	0	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0	0	0	0	0
