entrez	cytoband	symbol
26216	26785	5q31.2	SNORD63
26217	642	17q11.2	BLMH
26218	106481580	17q11.2	RNU6-1267P
26219	388364	17q11.2	TMIGD1
26220	106480627	17q11.2	RNU6-990P
26221	1362	17q11.2	CPD
26222	9527	17q11.2	GOSR1
26223	243	17q11.2	ALOX12P1
26224	729682	17q11.2	KRT17P3
26225	107133516	17q11.2	SMURF2P1
26226	6459	17q11.2	SH3GL1P2
26227	147172	17q11.2	LRRC37BP1
26228	106479337	17q11.2	RN7SL316P
26229	440423	17q11.2	SUZ12P1
26230	51379	17q11.2	CRLF3
26231	79915	17q11.2	ATAD5
26232	106481273	17q11.2	RNU6-298P
26233	79736	17q11.2	TEFM
26234	55803	17q11.2	ADAP2
26235	106480489	17q11.2	RN7SL138P
26236	84282	17q11.2	RNF135
26237	503645	17q11.2	DPRXP4
26238	100616266	17q11.2	MIR4733
26239	4763	17q11.2	NF1
26240	4974	17q11.2	OMG
26241	2124	17q11.2	EVI2B
26242	2123	17q11.2	EVI2A
26243	206	17q11.2	AK4P1
26244	84440	17q11.2	RAB11FIP4
26245	106480943	17q11.2	RN7SL79P
26246	106481975	17q11.2	RN7SL45P
26247	100616248	17q11.2	MIR4724
26248	406968	17q11.2	MIR193A
26249	106479546	17q11.2	RNU6ATAC7P
26250	100616449	17q11.2	MIR4725
26251	100126356	17q11.2	MIR365B
26252	106480065	17q11.2	RNU6-1134P
26253	55352	17q11.2	COPRS
26254	55813	17q11.2	UTP6
26255	23512	17q11.2	SUZ12
26256	100873686	17q11.2	RNA5SP437
26257	114659	17q11.2	LRRC37B
26258	6458	17q11.2	SH3GL1P1
26259	646086	17q11.2	WDR45BP1
26260	55288	17q11.2	RHOT1
26261	503640	17q11.2	ARGFXP2
26262	100287215	17q11.2	UBL5P2
26263	162494	17q11.2	RHBDL3
26264	64149	17q11.2	C17orf75
26265	106480252	17q11.2	OOSP1P2
26266	693217	17q11.2	MIR632
26267	7756	17q11.2	ZNF207
26268	5717	17q11.2	PSMD11
26269	8851	17q11.2	CDK5R1
26270	4642	17q11.2	MYO1D
26271	26022	17q11.2	TMEM98
26272	124912	17q11.2	SPACA3
26273	40	17q11.2-q12	ASIC2
26274	100506677	17q12	AA06
26275	646202	17q12	TLK2P1
26276	100873687	17q12	RNA5SP438
26277	6347	17q12	CCL2
26278	6354	17q12	CCL7
26279	6356	17q12	CCL11
26280	6355	17q12	CCL8
26281	6357	17q12	CCL13
26282	6346	17q12	CCL1
26283	400591	17q12	C17orf102
26284	124842	17q12	TMEM132E
26285	10693	17q12	CCT6B
26286	91603	17q12	ZNF830
26287	3980	17q12	LIG3
26288	117584	17q12	RFFL
26289	100529207	17q12	RAD51L3-RFFL
26290	5892	17q12	RAD51D
26291	54752	17q12	FNDC8
26292	54475	17q12	NLE1
26293	146862	17q12	UNC45B
26294	146861	17q12	SLC35G3
26295	162394	17q12	SLFN5
26296	91607	17q12	SLFN11
26297	55106	17q12	SLFN12
26298	146857	17q12	SLFN13
26299	100506736	17q12	SLFN12L
26300	1872	17q12	E2F3P1
26301	101927540	17q12	TOMM20P2
26302	342618	17q12	SLFN14
26303	692076	17q12	SNORD7
26304	5193	17q12	PEX12
26305	163	17q12	AP2B1
26306	8148	17q12	TAF15
26307	91608	17q12	RASL10B
26308	246176	17q12	GAS2L2
26309	79148	17q12	MMP28
26310	146853	17q12	C17orf50
26311	256957	17q12	HEATR9
26312	6352	17q12	CCL5
26313	201299	17q12	RDM1
26314	57151	17q12	LYZL6
26315	6360	17q12	CCL16
26316	6358	17q12	CCL14
26317	348249	17q12	CCL15-CCL14
26318	6359	17q12	CCL15
26319	6368	17q12	CCL23
26320	6362	17q12	CCL18
26321	6348	17q12	CCL3
26322	6351	17q12	CCL4
26323	414059	17q12	TBC1D3B
26324	414062	17q12	CCL3L3
26325	388372	17q12	CCL4L1
26326	102724862	17q12	TBC1D3I
26327	101060321	17q12	TBC1D3G
26328	729877	17q12	TBC1D3H
26329	84218	17q12	TBC1D3F
26330	100510707	17q12	TBC1D3J
26331	9326	17q12	ZNHIT3
26332	80179	17q12	MYO19
26333	284098	17q12	PIGW
26334	79893	17q12	GGNBP2
26335	79154	17q12	DHRS11
26336	79922	17q12	MRM1
26337	3975	17q12	LHX1
26338	26574	17q12	AATF
26339	100422969	17q12	MIR2909
26340	31	17q12	ACACA
26341	284099	17q12	C17orf78
26342	6871	17q12	TADA2A
26343	11072	17q12	DUSP14
26344	11276	17q12	SYNRG
26345	11056	17q12	DDX52
26346	102465136	17q12	MIR378J
26347	6928	17q12	HNF1B
26348	284100	17q12	YWHAEP7
26349	101060351	17q12	TBC1D3K
26350	101060389	17q12	TBC1D3D
26351	101060376	17q12	TBC1D3L
26352	414060	17q12	TBC1D3C
26353	102723859	17q12	TBC1D3E
26354	729873	17q12	TBC1D3
26355	84311	17q12	MRPL45
26356	440435	17q12	GPR179
26357	30837	17q12	SOCS7
26358	57636	17q12	ARHGAP23
26359	80725	17q12	SRCIN1
26360	100616203	17q12	MIR4734
26361	4302	17q12	MLLT6
26362	100616153	17q12	MIR4726
26363	284106	17q12	CISD3
26364	7703	17q12	PCGF2
26365	5691	17q12	PSMB3
26366	8396	17q12	PIP4K2B
26367	54883	17q12	CWC25
26368	100616416	17q12	MIR4727
26369	388381	17q12	C17orf98
26370	9349	17q12	RPL23
26371	619505	17q12	SNORA21
26372	619505	17q12	SNORA21
26373	100271566	17q12	RPS20P35
26374	3927	17q12	LASP1
26375	102465467	17q12	MIR6779
26376	100505576	17q12	LINC00672
26377	494188	17q12	FBXO47
26378	342666	17q12	LRRC37A11P
26379	57125	17q12	PLXDC1
26380	390790	17q12	ARL5C
26381	782	17q12	CACNB1
26382	6143	17q12	RPL19
26383	342667	17q12	STAC2
26384	84961	17q12	FBXL20
26385	5469	17q12	MED1
26386	51755	17q12	CDK12
26387	106480562	17q12	RNU6-233P
26388	4761	17q12	NEUROD2
26389	84152	17q12	PPP1R1B
26390	10948	17q12	STARD3
26391	8557	17q12	TCAP
26392	5409	17q12	PNMT
26393	93210	17q12	PGAP3
26394	2064	17q12	ERBB2
26395	100616132	17q12	MIR4728
26396	84299	17q12	MIEN1
26397	2886	17q12	GRB7
26398	22806	17q12-q21.1	IKZF3
26399	100418811	17q21.1	KRT8P34
26400	124626	17q21.1	ZPBP2
26401	55876	17q21.1	GSDMB
26402	94103	17q21.1	ORMDL3
26403	100505591	17q21.1	LRRC3C
26404	284110	17q21.1	GSDMA
26405	5709	17q21.1	PSMD3
26406	1440	17q21.1	CSF3
26407	9862	17q21.1	MED24
26408	102466757	17q21.1	MIR6884
26409	101340251	17q21.1	SNORD124
26410	7067	17q21.1	THRA
26411	9572	17q21.1	NR1D1
26412	339287	17q21.1	MSL1
26413	22794	17q21.1	CASC3
26414	51195	17q21.1	RAPGEFL1
26415	102465523	17q21.1	MIR6867
26416	147179	17q21.2	WIPF2
26417	990	17q21.2	CDC6
26418	5914	17q21.2	RARA
26419	101929693	17q21.2	RARA-AS1
26420	125111	17q21.2	GJD3
26421	100873689	17q21.2	RNA5SP441
26422	7153	17q21.2	TOP2A
26423	3487	17q21.2	IGFBP4
26424	84951	17q21.2	TNS4
26425	1236	17q21.2	CCR7
26426	6605	17q21.2	SMARCE1
26427	125113	17q21.2	KRT222
26428	125113	17q21.2	KRT222
26429	192666	17q21.2	KRT24
26430	643115	17q21.2	KRT223P
26431	147183	17q21.2	KRT25
26432	353288	17q21.2	KRT26
26433	342574	17q21.2	KRT27
26434	162605	17q21.2	KRT28
26435	3858	17q21.2	KRT10
26436	147184	17q21.2	TMEM99
26437	3859	17q21.2	KRT12
26438	54474	17q21.2	KRT20
26439	25984	17q21.2	KRT23
26440	390792	17q21.2	KRT39
26441	125115	17q21.2	KRT40
26442	85293	17q21.2	KRTAP3-3
26443	83897	17q21.2	KRTAP3-2
26444	85345	17q21.2	KRTAP3-4P
26445	83896	17q21.2	KRTAP3-1
26446	83895	17q21.2	KRTAP1-5
26447	728255	17q21.2	KRTAP1-4
26448	81850	17q21.2	KRTAP1-3
26449	81851	17q21.2	KRTAP1-1
26450	81872	17q21.2	KRTAP2-1
26451	728279	17q21.2	KRTAP2-2
26452	730755	17q21.2	KRTAP2-3
26453	85294	17q21.2	KRTAP2-4
26454	85343	17q21.2	KRTAP2-5P
26455	100132476	17q21.2	KRTAP4-7
26456	728224	17q21.2	KRTAP4-8
26457	100132386	17q21.2	KRTAP4-9
26458	653240	17q21.2	KRTAP4-11
26459	83755	17q21.2	KRTAP4-12
26460	81871	17q21.2	KRTAP4-6
26461	85289	17q21.2	KRTAP4-5
26462	84616	17q21.2	KRTAP4-4
26463	85290	17q21.2	KRTAP4-3
26464	85291	17q21.2	KRTAP4-2
26465	85285	17q21.2	KRTAP4-1
26466	83899	17q21.2	KRTAP9-2
26467	728318	17q21.2	KRTAP9-1
26468	100287715	17q21.2	KRTAP9-12P
26469	81870	17q21.2	KRTAP9-9
26470	83900	17q21.2	KRTAP9-3
26471	83901	17q21.2	KRTAP9-8
26472	85280	17q21.2	KRTAP9-4
26473	100507608	17q21.2	KRTAP9-6
26474	85347	17q21.2	KRTAP9-11P
26475	100505724	17q21.2	KRTAP9-7
26476	106480422	17q21.2	KRTAP9-10P
26477	100533177	17q21.2	KRTAP29-1
26478	100505753	17q21.2	KRTAP16-1
26479	83902	17q21.2	KRTAP17-1
26480	106480773	17q21.2	TBC1D3P7
26481	3883	17q21.2	KRT33A
26482	3884	17q21.2	KRT33B
26483	3885	17q21.2	KRT34
26484	3881	17q21.2	KRT31
26485	8686	17q21.2	KRT41P
26486	8688	17q21.2	KRT37
26487	8687	17q21.2	KRT38
26488	100418861	17q21.2	KRT43P
26489	3882	17q21.2	KRT32
26490	106481644	17q21.2	RNU2-32P
26491	3886	17q21.2	KRT35
26492	8689	17q21.2	KRT36
26493	3860	17q21.2	KRT13
26494	3866	17q21.2	KRT15
26495	102466658	17q21.2	MIR6510
26496	3880	17q21.2	KRT19
26497	147093	17q21.2	LINC00974
26498	3857	17q21.2	KRT9
26499	3861	17q21.2	KRT14
26500	3868	17q21.2	KRT16
26501	3872	17q21.2	KRT17
26502	284116	17q21.2	KRT42P
26503	10209	17q21.2	EIF1
26504	2520	17q21.2	GAST
26505	9001	17q21.2	HAP1
26506	106480768	17q21.2	RNA5SP442
26507	106479370	17q21.2	RN7SL399P
26508	3728	17q21.2	JUP
26509	10609	17q21.2	P3H4
26510	60681	17q21.2	FKBP10
26511	115024	17q21.2	NT5C3B
26512	317719	17q21.2	KLHL10
26513	55175	17q21.2	KLHL11
26514	47	17q21.2	ACLY
26515	83538	17q21.2	TTC25
26516	1267	17q21.2	CNP
26517	7266	17q21.2	DNAJC7
26518	28511	17q21.2	NKIRAS2
26519	201181	17q21.2	ZNF385C
26520	79132	17q21.2	DHX58
26521	2648	17q21.2	KAT2A
26522	94086	17q21.2	HSPB9
26523	5878	17q21.2	RAB5C
26524	23415	17q21.2	KCNH4
26525	3060	17q21.2	HCRT
26526	84514	17q21.2	GHDC
26527	6777	17q21.2	STAT5B
26528	6776	17q21.2	STAT5A
26529	6774	17q21.2	STAT3
26530	106479063	17q21.2	RNU7-97P
26531	535	17q21.2	ATP6V0A1
26532	100847030	17q21.2	MIR548AT
26533	100847046	17q21.2	MIR5010
26534	5767	17q21.2	PTP4A2P1
26535	4669	17q21.2	NAGLU
26536	643646	17q21.2	HSD17B1P1
26537	3292	17q21.2	HSD17B1
26538	80347	17q21.2	COASY
26539	6945	17q21.2	MLX
26540	29893	17q21.2	PSMC3IP
26541	7283	17q21.2	TUBG1
26542	441795	17q21.2	HMGB3P27
26543	27175	17q21.2	TUBG2
26544	79990	17q21.2	PLEKHH3
26545	2826	17q21.2	CCR10
26546	8506	17q21.2	CNTNAP1
26547	2145	17q21.2	EZH1
26548	102466195	17q21.2	MIR6780A
26549	100288165	17q21.2	HMGN2P15
26550	100190938	17q21.2	RAMP2-AS1
26551	10266	17q21.2	RAMP2
26552	84313	17q21.2	VPS25
26553	65266	17q21.2	WNK4
26554	28958	17q21.2	COA3
26555	124817	17q21.2-q21.31	CNTD1
26556	8678	17q21.31	BECN1
26557	102465468	17q21.31	MIR6781
26558	10197	17q21.31	PSME3
26559	314	17q21.31	AOC2
26560	8639	17q21.31	AOC3
26561	90586	17q21.31	AOC4P
26562	388387	17q21.31	LINC00671
26563	106481269	17q21.31	RNU6-287P
26564	2538	17q21.31	G6PC
26565	677822	11q21	SNORA40
26566	80755	17q21.31	AARSD1
26567	100885850	17q21.31	PTGES3L-AARSD1
26568	100885848	17q21.31	PTGES3L
26569	146923	17q21.31	RUNDC1
26570	6155	17q21.31	RPL27
26571	3430	17q21.31	IFI35
26572	10493	17q21.31	VAT1
26573	8153	17q21.31	RND2
26574	672	17q21.31	BRCA1
26575	140660	17q21.31	RPL21P4
26576	10230	17q21.31	NBR2
26577	4077	17q21.31	NBR1
26578	113277	17q21.31	TMEM106A
26579	6066	17q21.31	RNU2-1
26580	6066	17q21.31	RNU2-1
26581	6066	17q21.31	RNU2-1
26582	6066	17q21.31	RNU2-1
26583	6066	17q21.31	RNU2-1
26584	6066	17q21.31	RNU2-1
26585	6066	17q21.31	RNU2-1
26586	6066	17q21.31	RNU2-1
26587	6066	17q21.31	RNU2-1
26588	6066	17q21.31	RNU2-1
26589	6066	17q21.31	RNU2-1
26590	100130581	17q21.31	LINC00910
26591	106480067	17q21.31	RNU6-1137P
26592	379	17q21.31	ARL4D
26593	106479773	17q21.31	RNU6-470P
26594	100313779	17q21.31	MIR2117
26595	106481306	17q21.31	RNU6-406P
26596	106481926	17q21.31	RNU6-971P
26597	1659	17q21.31	DHX8
26598	2118	17q21.31	ETV4
26599	4222	17q21.31	MEOX1
26600	50964	17q21.31	SOST
26601	1845	17q21.31	DUSP3
26602	4356	17q21.31	MPP3
26603	146894	17q21.31	CD300LG
26604	4355	17q21.31	MPP2
26605	23591	17q21.31	FAM215A
26606	5539	17q21.31	PPY
26607	5697	17q21.31	PYY
26608	162417	17q21.31	NAGS
26609	84336	17q21.31	TMEM101
26610	124801	17q21.31	LSM12
26611	92579	17q21.31	G6PC3
26612	10014	17q21.31	HDAC5
26613	106479624	17q21.31	RNU6-131P
26614	92591	17q21.31	ASB16
26615	339201	17q21.31	ASB16-AS1
26616	79089	17q21.31	TMUB2
26617	56970	17q21.31	ATXN7L3
26618	7343	17q21.31	UBTF
26619	102465469	17q21.31	MIR6782
26620	6466	17q21.31	SHC1P2
26621	6521	17q21.31	SLC4A1
26622	106479408	17q21.31	RN7SL507P
26623	101926996	17q21.31	RUNDC3A-AS1
26624	106479766	17q21.31	RNU6-453P
26625	10900	17q21.31	RUNDC3A
26626	51629	17q21.31	SLC25A39
26627	2896	17q21.31	GRN
26628	284069	17q21.31	FAM171A2
26629	390800	17q21.31	RPL7L1P5
26630	3674	17q21.31	ITGA2B
26631	23131	17q21.31	GPATCH8
26632	106480373	17q21.31	RN7SL258P
26633	2535	17q21.31	FZD2
26634	728675	17q21.31	SMCO4P1
26635	101927017	17q21.31	LINC01180
26636	124808	17q21.31	CCDC43
26637	80174	c(	DBF4B
26640	106481145	17q21.31	RN7SL819P
26641	4185	17q21.31	ADAM11
26642	10052	17q21.31	GJC1
26643	51751	17q21.31	HIGD1B
26644	9343	17q21.31	EFTUD2
26645	106479373	17q21.31	RN7SL405P
26646	388389	17q21.31	CCDC103
26647	100528020	17q21.31	FAM187A
26648	2670	17q21.31	GFAP
26649	146909	17q21.31	KIF18B
26650	102466734	17q21.31	MIR6783
26651	10882	17q21.31	C1QL1
26652	79877	17q21.31	DCAKD
26653	4836	17q21.31	NMT1
26654	113026	17q21.31	PLCD3
26655	102465470	17q21.31	MIR6784
26656	79777	17q21.31	ACBD4
26657	10614	17q21.31	HEXIM1
26658	124790	17q21.31	HEXIM2
26659	752	17q21.31	FMNL1
26660	100133991	17q21.31	MAP3K14-AS1
26661	124783	17q21.31	SPATA32
26662	9020	17q21.31	MAP3K14
26663	106481745	17q21.31	RNA5SP443
26664	201176	17q21.31	ARHGAP27
26665	9842	17q21.31	PLEKHM1
26666	55073	17q21.31	LRRC37A4P
26667	644157	17q21.31	DND1P1
26668	644191	17q21.31	RPS26P8
26669	1394	17q21.31	CRHR1
26670	100128977	17q21.31	MAPT-AS1
26671	162540	17q21.31	SPPL2C
26672	4137	17q21.31	MAPT
26673	100130148	17q21.31	MAPT-IT1
26674	246744	17q21.31	STH
26675	284058	17q21.31	KANSL1
26676	644246	17q21.31	KANSL1-AS1
26677	100506084	17q21.31	ARL17B
26678	9884	17q21.31	LRRC37A
26679	106481760	17q21.31	RN7SL656P
26680	728806	17q21.31	NSFP1
26681	474170	17q21.31	LRRC37A2
26682	51326	17q21.31	ARL17A
26683	106480693	17q21.31	RN7SL199P
26684	644297	17q21.32	FAM215B
26685	4905	17q21.31	NSF
26686	644315	17q21.31	RPS7P11
26687	7473	17q21.31-q21.32	WNT3
26688	7484	17q21.32	WNT9B
26689	100151686	17q21.32	RNU6ATAC3P
26690	9570	17q21.32	GOSR2
26691	100847067	17q21.32	MIR5089
26692	388394	17q21.32	RPRML
26693	644397	17q21.32	LRRC37A17P
26694	996	17q21.32	CDC27
26695	4635	17q21.32	MYL4
26696	3690	17q21.32	ITGB3
26697	106480363	17q21.32	RNU7-186P
26698	124989	17q21.32	EFCAB13
26699	9520	17q21.32	NPEPPS
26700	3837	17q21.32	KPNB1
26701	9755	17q21.32	TBKBP1
26702	30009	17q21.32	TBX21
26703	114881	17q21.32	OSBPL7
26704	124995	17q21.32	MRPL10
26705	90506	17q21.32	LRRC46
26706	90507	17q21.32	SCRN2
26707	80320	17q21.32	SP6
26708	6668	17q21.32	SP2
26709	100506325	17q21.32	SP2-AS1
26710	55163	17q21.32	PNPO
26711	79170	17q21.32	PRR15L
26712	80279	17q21.32	CDK5RAP3
26713	51226	17q21.32	COPZ2
26714	406943	17q21.32	MIR152
26715	4779	17q21.32	NFE2L1
26716	10951	17q21.32	CBX1
26717	106481942	17q21.32	RNU6-1201P
26718	29916	17q21.32	SNX11
26719	8631	17q21.32	SKAP1
26720	100302211	17q21.32	MIR1203
26721	106480073	17q21.32	RNU6-1152P
26722	3211	17q21.32	HOXB1
26723	3212	17q21.32	HOXB2
26724	100874362	17q21.32	HOXB-AS1
26725	3213	17q21.32	HOXB3
26726	404266	17q21.32	HOXB-AS3
26727	100874350	17q21.32	HOXB-AS2
26728	3214	17q21.32	HOXB4
26729	406902	17q21.32	MIR10A
26730	3215	17q21.32	HOXB5
26731	3216	17q21.32	HOXB6
26732	3217	17q21.32	HOXB7
26733	3218	17q21.32	HOXB8
26734	3219	17q21.32	HOXB9
26735	100874351	17q21.32	HOXB-AS4
26736	406972	17q21.32	MIR196A1
26737	729146	17q21.32	RPL9P28
26738	1342	17q21.32	COX6B1P2
26739	84366	17q21.32	PRAC1
26740	360205	17q21.32	PRAC2
26741	100422978	17q21.32	MIR3185
26742	10481	17q21.32	HOXB13
26743	284076	17q21.32	TTLL6
26744	106479267	17q21.32	RN7SL125P
26745	10241	17q21.32	CALCOCO2
26746	100128010	17q21.32	SUMO2P17
26747	26780	19p13.11	SNORA68
26748	65264	17q21.32	UBE2Z
26749	11267	17q21.32	SNF8
26750	106481609	17q21.32	RNU1-42P
26751	2695	17q21.32	GIP
26752	10642	17q21.32	IGF2BP1
26753	106479931	17q21.32	RNU6-826P
26754	106481717	17q21.32	B4GALNT2P1
26755	124872	17q21.32	B4GALNT2
26756	2793	17q21.32	GNGT2
26757	51225	17q21.32	ABI3
26758	162466	17q21.32	PHOSPHO1
26759	124871	17q21.32	FLJ40194
26760	102465137	17q21.32	MIR6129
26761	22834	17q21.32-q21.33	ZNF652
26762	5245	17q21.33	PHB
26763	100131693	17q21.33	EIF4EP2
26764	4804	17q21.33	NGFR
26765	102465141	17q21.33	MIR6165
26766	11248	17q21.33	NXPH3
26767	8405	17q21.33	SPOP
26768	10237	17q21.33	SLC35B1
26769	81558	17q21.33	FAM117A
26770	11143	17q21.33	KAT7
26771	255061	17q21.33	TAC4
26772	106480139	17q21.33	RNU6-1313P
26773	1748	17q21.33	DLX4
26774	1747	17q21.33	DLX3
26775	3675	17q21.33	ITGA3
26776	5164	17q21.33	PDK2
26777	201191	17q21.33	SAMD14
26778	84687	17q21.33	PPP1R9B
26779	6442	17q21.33	SGCA
26780	1277	17q21.33	COL1A1
26781	100131823	17q21.33	SUMO2P7
26782	162461	17q21.33	TMEM92
26783	103752589	17q21.33	TMEM92-AS1
26784	64132	17q21.33	XYLT2
26785	51264	17q21.33	MRPL27
26786	146956	17q21.33	EME1
26787	55379	17q21.33	LRRC59
26788	80221	17q21.33	ACSF2
26789	359772	17q21.33	MRPS21P9
26790	1101	17q21.33	CHAD
26791	55316	17q21.33	RSAD1
26792	84073	17q21.33	MYCBPAP
26793	55040	17q21.33	EPN3
26794	64847	17q21.33	SPATA20
26795	253962	17q21.33	CACNA1G-AS1
26796	8913	17q21.33	CACNA1G
26797	8714	17q21.33	ABCC3
26798	91369	17q21.33	ANKRD40
26799	51747	17q21.33	LUC7L3
26800	102466918	17q21.33	MIR8059
26801	124857	17q21.33	WFIKKN2
26802	100130929	17q21.33	RPL5P33
26803	10140	17q21.33	TOB1
26804	400604	17q21.33	TOB1-AS1
26805	9043	17q21.33	SPAG9
26806	4830	17q21.33	NME1
26807	4831	17q21.33	NME2
26808	654364	17q21.33	NME1-NME2
26809	654364	17q21.33	NME1-NME2
26810	54799	17q21.33	MBTD1
26811	51096	17q21.33	UTP18
26812	388401	17q21.33	RPL7P48
26813	56934	17q21.33-q22	CA10
26814	645173	17q22	RPS2P48
26815	84643	17q22	KIF2B
26816	100131092	17q22	ISCA1P3
26817	100131784	17q22	ARL2BPP8
26818	106479101	17q22	RN7SKP14
26819	10040	17q22	TOM1L1
26820	1353	17q22	COX11
26821	252983	17q22	STXBP4
26822	3131	17q22	HLF
26823	23531	17q22	MMD
26824	106480652	17q22	RNU6-1249P
26825	55273	17q22	TMEM100
26826	58488	17q22	PCTP
26827	162282	17q22	ANKFN1
26828	100271521	17q22	RPL39P33
26829	9241	17q22	NOG
26830	339210	17q22	C17orf67
26831	8526	17q22	DGKE
26832	106480076	17q22	RNU6-1158P
26833	7706	17q22	TRIM25
26834	100500827	17q22	MIR3614
26835	8161	17q22	COIL
26836	59342	17q22	SCPEP1
26837	376412	17q22	RNF126P1
26838	8165	17q22	AKAP1
26839	124540	17q22	MSI2
26840	106481045	17q22	RN7SL449P
26841	106480820	17q22	RNU7-134P
26842	101927581	17q22	CCDC182
26843	106480365	17q22	RN7SKP94
26844	51649	17q22	MRPS23
26845	404093	17q22	CUEDC1
26846	7716	17q22	VEZF1
26847	6426	17q22	SRSF1
26848	140735	17q22	DYNLL2
26849	26689	17q22	OR4D1
26850	55545	17q22	MSX2P1
26851	124538	17q22	OR4D2
26852	8288	17q22	EPX
26853	54903	17q22	MKS1
26854	4025	17q22	LPO
26855	4353	17q22	MPO
26856	100616220	17q22	MIR4736
26857	6827	17q22	SUPT4H1
26858	54894	17q22	RNF43
26859	124535	17q22	HSF5
26860	619349	17q22	SETP3
26861	9110	17q22	MTMR4
26862	56155	17q22	TEX14
26863	106481957	17q22	RNU1-108P
26864	106480164	17q22	RNU1-52P
26865	5889	17q22	RAD51C
26866	22843	17q22	PPM1E
26867	106481344	17q22	RNU6-518P
26868	4591	17q22	TRIM37
26869	106479484	17q22	RN7SL716P
26870	348235	17q22	SKA2
26871	106481652	17q22	RNU2-58P
26872	768216	17q22	MIR454
26873	407027	17q22	MIR301A
26874	55771	17q22	PRR11
26875	55181	17q22	SMG8
26876	284161	17q22	GDPD1
26877	106481685	17q22	SNRPGP17
26878	388403	17q22	YPEL2
26879	100616204	17q22	MIR4729
26880	101927728	17q22-q23.1	LINC01476
26881	106481763	17q23.1	RNU4-13P
26882	79665	17q23.1	DHX40
26883	1213	17q23.1	CLTC
26884	51651	17q23.1	PTRH2
26885	81671	17q23.1	VMP1
26886	406991	17q23.1	MIR21
26887	106481321	17q23.1	RNU6-450P
26888	51174	17q23.1	TUBD1
26889	729565	17q23.1	NDUFB8P2
26890	6198	17q23.1	RPS6KB1
26891	51136	17q23.1	RNFT1
26892	653645	17q23.1	TBC1D3P1-DHX40P1
26893	107133522	17q23.1	DHX40P1
26894	400609	17q23.1	TBC1D3P1
26895	100616210	17q23.1	MIR4737
26896	63897	17q23.1	HEATR6
26897	645638	17q23.1	WFDC21P
26898	762	17q23.1	CA4
26899	100874406	17q23.1	FAM106DP
26900	84669	17q23.1-q23.2	USP32
26901	677681	17q23.2	SCARNA20
26902	124773	17q23.2	C17orf64
26903	645688	17q23.2	RPL12P38
26904	10513	17q23.2	APPBP2
26905	8493	17q23.2	PPM1D
26906	106481378	17q23.2	RNU6-623P
26907	54828	17q23.2	BCAS3
26908	106479443	17q23.2	RN7SL606P
26909	100418865	17q23.2	KRT18P61
26910	100874464	17q23.2	HMGN1P28
26911	106481843	17q23.2	RN7SL448P
26912	103689912	17q23.2	TBX2-AS1
26913	6909	17q23.2	TBX2
26914	9496	17q23.2	TBX4
26915	342538	17q23.2	NACA2
26916	83990	17q23.2	BRIP1
26917	57508	17q23.2	INTS2
26918	9969	17q23.2	MED13
26919	106479512	17q23.2	RN7SL800P
26920	284167	17q23.2	POLRMTP1
26921	146779	17q23.2	EFCAB3
26922	100151648	17q23.2	RNU7-52P
26923	100130106	17q23.2	RPS23P7
26924	339175	17q23.2	METTL2A
26925	11011	17q23.2	TLK2
26926	9902	17q23.2	MRC2
26927	106481319	17q23.2	RNU6-446P
26928	693218	17q23.2	MIR633
26929	729667	17q23.2	TRMT112P3
26930	26115	17q23.2-q23.3	TANC2
26931	1534	17q23.3	CYB561
26932	1636	17q23.3	ACE
26933	100129123	17q23.3	ACE3P
26934	81033	17q23.3	KCNH6
26935	10238	17q23.3	DCAF7
26936	106479694	17q23.3	RNU6-288P
26937	51204	17q23.3	TACO1
26938	4215	17q23.3	MAP3K3
26939	100422656	17q23.3	EEF1DP7
26940	80774	17q23.3	LIMD2
26941	92335	17q23.3	STRADA
26942	57003	17q23.3	CCDC47
26943	11325	17q23.3	DDX42
26944	117246	17q23.3	FTSJ3
26945	5705	17q23.3	PSMC5
26946	6603	17q23.3	SMARCD2
26947	146771	17q23.3	TCAM1P
26948	1443	17q23.3	CSH2
26949	2689	17q23.3	GH2
26950	1442	17q23.3	CSH1
26951	1444	17q23.3	CSHL1
26952	2688	17q23.3	GH1
26953	974	17q23.3	CD79B
26954	6329	17q23.3	SCN4A
26955	92340	17q23.3	PRR29
26956	3384	17q23.3	ICAM2
26957	2081	17q23.3	ERN1
26958	692227	17q23.3	SNORD104
26959	55852	17q23.3	TEX2
26960	645993	17q23.3	RPL31P57
26961	5175	17q23.3	PECAM1
26962	284021	17q23.3	MILR1
26963	11232	17q23.3	POLG2
26964	1655	17q23.3	DDX5
26965	100616387	17q23.3	MIR3064
26966	100616408	17q23.3	MIR5047
26967	90799	17q23.3	CEP95
26968	64750	17q23.3-q24.1	SMURF2
26969	102464831	17q24.1	MIR6080
26970	106479069	17q24.1	RNU7-115P
26971	374819	17q24.1	LRRC37A3
26972	106479372	17q24.1	RN7SL404P
26973	440459	17q24.1	SLC16A6P1
26974	201283	17q24.1	AMZ2P1
26975	10672	17q24.1	GNA13
26976	8787	17q24.1	RGS9
26977	8313	17q24.1	AXIN2
26978	201134	17q24.1	CEP112
26979	280637	17q24.1	PSMD7P1
26980	350	17q24.2	APOH
26981	100873690	17q24.2	RNA5SP444
26982	5578	17q24.2	PRKCA
26983	106480529	17q24.2	RN7SL735P
26984	101928001	17q24.2	PRKCA-AS1
